symbol,corpCode,name,year,fiscal_date,price_date,price,market_cap,currency,sector_group,sector_name,market_type,industry_code,industry_name,valuation_model_type,valuation_model_name,peer_group_name,peer_group_level,peer_group_size,total_assets,total_liabilities,total_equity,net_income,operating_income,revenue,per,pbr,roe,debt_ratio,operating_margin,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_debt_ratio_avg,peer_operating_margin_avg,per_vs_peer_pct,pbr_vs_peer_pct,roe_vs_peer_pctp,debt_ratio_vs_peer_pct,operating_margin_vs_peer_pctp,weight_per,weight_pbr,weight_roe,weight_debt,weight_op_margin,per_score,pbr_score,roe_score,debt_score,operating_margin_score,absolute_score,weighted_absolute_score,per_peer_score,pbr_peer_score,roe_peer_score,debt_peer_score,op_margin_peer_score,risk_penalty,industry_adjusted_score,valuation_score
041020,,폴라리스오피스,2023,2023-12-31,2026-06-19,3130.0,155500000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,317633149486.0,60519019801.0,257114129685.0,22449288765.0,6248070155.0,107891935349.0,6.93,0.6,8.73,23.54,5.79,144.89,10.75,-13.78,70.83,-104.65,95.22,94.37,22.51,66.77,110.44,10,10,25,15,40,23.07,24,18.73,25,15.79,90.8,77.82,72.86,76.74,72.87,74.42,60.48,0,69,90.8
310870,,디와이씨,2023,2023-12-31,2026-06-19,1252.0,25900000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,106725042927.0,55738216535.0,50986826392.0,4402845474.0,9142782188.0,122419662930.0,5.88,0.51,8.64,109.32,7.47,34.05,0.68,-0.98,162.32,3.85,82.72,25.51,9.62,32.65,3.62,25,20,20,15,20,24.12,24.9,18.64,23.14,17.47,90.8,86.81,51.43,46.39,60.24,59.04,83.56,0,60,90.8
040610,,SG&G,2023,2023-12-31,2026-06-19,3020.0,51500000000.0,KRW,general,일반,코스닥시장상장법인,529,기타 운송관련 서비스업,general,일반형,기타 운송관련 서비스업,industry,7,410802145404.0,65028660275.0,345773485129.0,19973349922.0,2952730625.0,41898698934.0,2.58,0.15,5.78,18.81,7.05,6.13,0.7,10.71,104.16,5.23,57.97,78.8,-4.93,81.94,1.82,25,25,25,25,0,25,25,15.78,25,17.05,90.78,90.78,100,100,0,100,100,0,75,90.78
097780,,에코볼트,2023,2023-12-31,2026-06-19,1306.0,26500000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,334407636874.0,68920413648.0,265487223226.0,15275721402.0,-19154127312.0,180164482428.0,1.73,0.1,5.75,25.96,-10.63,34.05,0.68,-0.98,162.32,3.85,94.9,85.36,6.73,84.01,-14.48,25,20,20,15,20,25,25,15.75,25,0,90.75,72.6,95.71,98.8,38.55,90.36,1.37,0,65,90.75
003780,,진양산업,2023,2023-12-31,2026-06-19,5040.0,65500000000.0,KRW,general,일반,유가증권시장상장법인,222,플라스틱제품 제조업,manufacturing,제조업형,플라스틱제품 제조업,industry,37,90029703398.0,33019849000.0,57009854398.0,8496471715.0,7569627807.0,86871531571.0,7.71,1.15,14.9,57.92,8.71,23.06,0.82,-3.35,80.45,1.09,66.57,-39.57,18.25,28.01,7.62,25,20,20,15,20,22.29,18.5,24.9,25,18.71,90.69,86.98,63.64,19.44,94.44,63.89,85.29,0,65,90.69
189980,,흥국에프엔비,2023,2023-12-31,2026-06-19,1125.0,45200000000.0,KRW,general,일반,코스닥시장상장법인,112,비알코올음료 및 얼음 제조업,manufacturing,제조업형,제조업형,model,1104,212424450477.0,113464411433.0,98960039044.0,8685706175.0,10258667370.0,101121012105.0,5.2,0.46,8.78,114.66,10.14,19.39,1.77,-9.3,137.31,-1.98,73.16,74.13,18.07,16.5,12.12,25,20,20,15,20,24.8,25,18.78,22.07,20.07,90.65,89.12,69.7,52.78,68.52,44.44,84.78,0,65,90.65
003800,,에이스침대,2023,2023-12-31,2026-06-19,31900.0,353800000000.0,KRW,general,일반,코스닥시장상장법인,320,가구 제조업,manufacturing,제조업형,가구 제조업,industry,8,716664181749.0,63946798076.0,652717383673.0,51420218920.0,,,6.88,0.54,7.88,9.8,,16.37,0.71,-12.75,139.51,-2.7,57.97,23.64,20.63,92.98,,25,20,20,15,20,23.12,24.6,17.88,25,0,90.6,72.1,66.67,57.14,85.71,100,0,0,60,90.6
004000,,롯데정밀화학,2023,2023-12-31,2026-06-19,48300.0,1246100000000.0,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,manufacturing,제조업형,기초 화학물질 제조업,industry,39,2682930419573.0,299724770490.0,2383205649083.0,182031600493.0,154778355081.0,1768621115725.0,6.85,0.52,7.64,12.58,8.75,19.86,1.64,-16.77,214.3,1.21,65.53,68.05,24.41,94.13,7.54,25,20,20,15,20,23.15,24.8,17.64,25,18.75,90.59,87.1,72.5,68.42,65.79,94.74,84.38,0,76,90.59
337930,,브랜드엑스코퍼레이션,2023,2023-12-31,2026-06-19,3130.0,92900000000.0,KRW,general,일반,코스닥시장상장법인,639,기타 정보 서비스업,general,일반형,기타 정보 서비스업,industry,15,133101430601.0,40194156501.0,92907274100.0,12226713691.0,18194216294.0,232577084972.0,7.6,1.0,13.16,43.26,7.82,29.94,1.71,-1.46,79.99,5.28,74.62,41.67,14.62,45.91,2.54,25,25,25,25,0,22.4,20,23.16,25,17.82,90.56,90.56,63.64,50,78.57,64.29,64.29,0,64,90.56
344820,,케이씨씨글라스,2023,2023-12-31,2026-06-19,22850.0,364900000000.0,KRW,general,일반,유가증권시장상장법인,231,유리 및 유리제품 제조업,manufacturing,제조업형,제조업형,model,1104,2223679597409.0,735664746128.0,1488014851281.0,81715932017.0,95020315030.0,1680055646591.0,4.47,0.25,5.49,49.44,5.66,19.39,1.77,-9.3,137.31,-1.98,76.97,86.11,14.79,64.0,7.63,25,20,20,15,20,25,25,15.49,25,15.66,90.49,84.92,77.27,83.33,55.56,75.93,67.39,0,72,90.49
051160,,지어소프트,2023,2023-12-31,2026-06-19,7010.0,108500000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,295656072716.0,96848815787.0,198807256929.0,15688210625.0,15207009272.0,508904596429.0,6.92,0.55,7.89,48.71,2.99,144.89,10.75,-13.78,70.83,-104.65,95.23,94.92,21.67,31.22,107.64,10,10,25,15,40,23.08,24.5,17.89,25,8.97,90.47,66.27,74.29,81.4,69.77,47.29,50,0,60,90.47
010060,,OCI홀딩스,2023,2023-12-31,2026-06-19,260500.0,4863600000000.0,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,manufacturing,제조업형,기초 화학물질 제조업,industry,39,5956551773000.0,2141619139000.0,3814932634000.0,710344635000.0,,,6.85,1.27,18.62,56.14,,19.86,1.64,-16.77,214.3,1.21,65.52,22.09,35.39,73.8,,25,20,20,15,20,23.15,17.3,25,25,0,90.45,71.99,72.5,42.11,100,63.16,0,0,56,90.45
051370,,인터플렉스,2023,2023-12-31,2026-06-19,8870.0,206900000000.0,KRW,general,일반,코스닥시장상장법인,262,전자부품 제조업,manufacturing,제조업형,전자부품 제조업,industry,101,301491963359.0,81009764747.0,220482198612.0,27320804010.0,21645848892.0,438157696595.0,7.57,0.94,12.39,36.74,4.94,109.28,2.93,-2.75,82.02,-1.26,93.07,67.99,15.15,55.2,6.2,25,20,20,15,20,22.43,20.6,22.39,25,14.82,90.42,83.68,85.48,52.5,83.84,71,65.63,0,72,90.42
054620,,APS,2023,2023-12-31,2026-06-19,4450.0,81900000000.0,KRW,general,일반,코스닥시장상장법인,649,기타 금융업,general,일반형,기타 금융업,industry,84,366360988198.0,141705881287.0,224655106911.0,14042768425.0,-18603977383.0,41047387923.0,5.83,0.36,6.25,63.08,-45.32,121.17,4.48,4.61,214.41,4.47,95.19,91.86,1.64,70.58,-49.79,25,25,25,25,0,24.17,25,16.25,25,0,90.42,90.42,71.62,68.67,53.66,57.83,1.59,0,63,90.42
153490,,우리이앤엘,2023,2023-12-31,2026-06-19,657.0,33800000000.0,KRW,general,일반,코스닥시장상장법인,261,반도체 제조업,manufacturing,제조업형,반도체 제조업,industry,47,120550949470.0,38837754610.0,81713194860.0,5416636846.0,5046830682.0,141964383578.0,6.24,0.41,6.63,47.53,3.55,277.85,3.9,-15.91,89.9,-11.22,97.75,89.4,22.54,47.13,14.77,25,20,20,15,20,23.76,25,16.63,25,10.65,90.39,80.58,90.48,88.04,78.26,60.87,68.29,0,79,90.39
034120,,SBS,2023,2023-12-31,2026-06-19,12460.0,231100000000.0,KRW,general,일반,유가증권시장상장법인,602,텔레비전 방송업,general,일반형,텔레비전 방송업,industry,8,1346398451632.0,465277013396.0,881121438236.0,47215006482.0,58323294148.0,996763613264.0,4.89,0.26,5.36,52.81,5.85,12.21,0.73,2.45,70.39,6.45,59.92,64.3,2.91,24.98,-0.6,25,25,25,25,0,25,25,15.36,25,15.85,90.36,90.36,80,85.71,57.14,42.86,57.14,0,66,90.36
042420,,네오위즈홀딩스,2023,2023-12-31,2026-06-19,21550.0,175500000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,891927653312.0,188715799137.0,703211854175.0,37533104711.0,17377536173.0,366584640067.0,4.68,0.25,5.34,26.84,4.74,144.89,10.75,-13.78,70.83,-104.65,96.77,97.68,19.12,62.11,109.39,10,10,25,15,40,25,25,15.34,25,14.22,90.34,73.09,81.43,94.96,61.24,70.54,54.03,0,65,90.34
129260,,인터지스,2023,2023-12-31,2026-06-19,2050.0,61000000000.0,KRW,general,일반,유가증권시장상장법인,493,도로 화물 운송업,general,일반형,도로 화물 운송업,industry,6,428501449457.0,164660988671.0,263840460786.0,13971343963.0,,,4.37,0.23,5.3,62.41,,5.91,0.31,1.89,155.75,3.16,26.08,25.08,3.41,59.93,,25,25,25,25,0,25,25,15.3,25,0,90.3,90.3,75,80,40,80,0,0,69,90.3
020000,,한섬,2023,2023-12-31,2026-06-19,20950.0,449900000000.0,KRW,general,일반,유가증권시장상장법인,141,봉제의복 제조업,manufacturing,제조업형,봉제의복 제조업,industry,25,1724265473784.0,329926345735.0,1394339128049.0,80985208567.0,100482854275.0,1528640729242.0,5.56,0.32,5.81,23.66,6.57,62.46,0.65,5.54,81.83,6.33,91.11,50.33,0.27,71.08,0.24,25,20,20,15,20,24.44,25,15.81,25,16.57,90.25,85.34,65,77.08,58.33,95.83,60.87,0,70,90.25
011780,,금호석유화학,2023,2023-12-31,2026-06-19,125900.0,3167300000000.0,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,manufacturing,제조업형,기초 화학물질 제조업,industry,39,7979694633685.0,2145675091381.0,5834019542304.0,447043536116.0,,,7.08,0.54,7.66,36.78,,19.86,1.64,-16.77,214.3,1.21,64.32,66.82,24.44,82.84,,25,20,20,15,20,22.92,24.6,17.66,25,0,90.18,71.73,65,65.79,68.42,76.32,0,0,55,90.18
012620,,원일특강,2023,2023-12-31,2026-06-19,6760.0,29700000000.0,KRW,general,일반,코스닥시장상장법인,241,1차 철강 제조업,manufacturing,제조업형,1차 철강 제조업,industry,39,261393494642.0,106681278669.0,154712215973.0,7997353459.0,13440573213.0,379986386064.0,3.71,0.19,5.17,68.95,3.54,22.88,0.63,0.0,90.02,3.61,83.77,69.42,5.16,23.4,-0.07,25,20,20,15,20,25,25,15.17,25,10.62,90.17,80.63,76,92.11,60.53,63.16,60,0,71,90.17
234100,,폴라리스세원,2023,2023-12-31,2026-06-19,2665.0,38900000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,289348910343.0,51974849567.0,237374060776.0,12208328147.0,7363703486.0,160350478984.0,3.19,0.16,5.14,21.9,4.59,34.05,0.68,-0.98,162.32,3.85,90.64,75.97,6.12,86.51,0.74,25,20,20,15,20,25,25,15.14,25,13.77,90.14,83.13,78.57,95.18,34.94,92.77,51.37,0,70,90.14
001020,,페이퍼코리아,2023,2023-12-31,2026-06-19,2160.0,76900000000.0,KRW,general,일반,유가증권시장상장법인,171,"펄프, 종이 및 판지 제조업",manufacturing,제조업형,"펄프, 종이 및 판지 제조업",industry,9,491668368146.0,196513777401.0,295154590745.0,15232336453.0,31156677378.0,362071696060.0,5.05,0.26,5.16,66.58,8.61,35.64,0.51,-11.13,129.89,1.15,85.83,48.43,16.29,48.74,7.45,25,20,20,15,20,24.95,25,15.16,25,18.61,90.11,86.97,66.67,31.25,87.5,75,87.5,0,69,90.11
169330,,엠브레인,2023,2023-06-30,2026-06-19,1670.0,30600000000.0,KRW,general,일반,코스닥시장상장법인,714,시장조사 및 여론조사업,general,일반형,일반형,model,531,42166025092.0,11285265467.0,30880759625.0,3944041216.0,4711681708.0,54943864075.0,7.76,0.99,12.77,36.54,8.58,13.84,18.83,-4.46,117.95,-0.74,43.93,94.74,17.24,69.02,9.32,25,25,25,25,0,22.24,20.1,22.77,25,18.58,90.11,90.11,64.58,25,86.84,78.95,80,0,64,90.11
005740,,크라운해태홀딩스,2023,2023-12-31,2026-06-19,5670.0,84200000000.0,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,general,일반형,기타 금융업,industry,84,1155786931774.0,611838013675.0,543948918099.0,41312914804.0,71034057046.0,1035541074592.0,2.04,0.15,7.59,112.48,6.86,121.17,4.48,4.61,214.41,4.47,98.32,96.54,2.98,47.54,2.39,25,25,25,25,0,25,25,17.59,22.5,16.86,90.09,90.09,91.89,92.17,68.29,40.96,60.32,0,73,90.09
108320,,LX세미콘,2023,2023-12-31,2026-06-19,46750.0,760400000000.0,KRW,general,일반,유가증권시장상장법인,261,반도체 제조업,manufacturing,제조업형,반도체 제조업,industry,47,1205064944737.0,228301207505.0,976763737232.0,101203533006.0,,,7.51,0.78,10.36,23.37,,277.85,3.9,-15.91,89.9,-11.22,97.3,80.04,26.27,74.0,,25,20,20,15,20,22.49,22.2,20.36,25,0,90.05,71.54,85.71,76.09,89.13,78.26,0,0,66,90.05
121440,,골프존뉴딘홀딩스,2023,2023-12-31,2026-06-19,4595.0,196800000000.0,KRW,general,일반,코스닥시장상장법인,461,상품 중개업,general,일반형,상품 중개업,industry,8,1036731863917.0,324104225967.0,712627637950.0,37647583403.0,53112519604.0,427096092866.0,5.23,0.28,5.28,45.48,12.44,22.3,0.66,1.54,74.4,-4.3,76.56,58.1,3.75,38.87,16.73,25,25,25,25,0,24.77,25,15.28,25,21.22,90.05,90.05,100,100,57.14,71.43,80,0,82,90.05
372170,,윤성에프앤씨,2023,2023-12-31,2026-06-19,20850.0,166400000000.0,KRW,general,일반,코스닥시장상장법인,292,특수 목적용 기계 제조업,manufacturing,제조업형,특수 목적용 기계 제조업,industry,136,345920494183.0,184730828438.0,161189665745.0,24520766226.0,26473951396.0,312881434759.0,6.79,1.03,15.21,114.6,8.46,214.1,14.17,-3.02,83.92,-6.82,96.83,92.72,18.23,-36.57,15.28,25,20,20,15,20,23.21,19.7,25,22.08,18.46,89.99,86.99,74.7,55.56,89.55,22.96,77.86,0,67,89.99
072710,,농심홀딩스,2023,2023-12-31,2026-06-19,89100.0,413200000000.0,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,general,일반형,기타 금융업,industry,84,1505059211842.0,380779227828.0,1124279984014.0,67264054937.0,75309845521.0,769496371794.0,6.14,0.37,5.98,33.87,9.79,121.17,4.48,4.61,214.41,4.47,94.93,91.79,1.37,84.2,5.32,25,25,25,25,0,23.86,25,15.98,25,19.79,89.84,89.84,68.92,63.86,51.22,69.88,69.84,0,63,89.84
067920,,이글루,2023,2023-12-31,2026-06-19,4980.0,54800000000.0,KRW,general,일반,코스닥시장상장법인,639,기타 정보 서비스업,general,일반형,기타 정보 서비스업,industry,15,94442804639.0,18072860450.0,76369944189.0,7277688440.0,5716998998.0,106955419497.0,7.53,0.72,9.53,23.66,5.35,29.94,1.71,-1.46,79.99,5.28,74.85,58.14,10.99,70.41,0.06,25,25,25,25,0,22.47,22.8,19.53,25,15.35,89.8,89.8,72.73,71.43,57.14,85.71,57.14,0,72,89.8
001630,,종근당홀딩스,2023,2023-12-31,2026-06-19,40100.0,200900000000.0,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,bio_pharma,바이오/제약형,의약품 제조업,industry,62,1456003650511.0,632518933646.0,823484716865.0,40575422161.0,,,4.95,0.24,4.93,76.81,,53.13,2.83,-9.11,93.99,-14.52,90.68,91.39,14.04,18.27,,5,10,35,25,25,25,25,14.79,25,0,89.79,60.71,87.88,98.36,67.21,44.26,0,0,49,89.79
000270,,기아,2023,2023-12-31,2026-06-19,157800.0,61607200000000.0,KRW,general,일반,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,manufacturing,제조업형,제조업형,model,1104,80627826000000.0,34069591000000.0,46558235000000.0,8777817000000.0,,,7.02,1.32,18.85,73.18,,19.39,1.77,-9.3,137.31,-1.98,63.8,25.05,28.15,46.71,,25,20,20,15,20,22.98,16.8,25,25,0,89.78,71.42,57.58,20.37,100,62.96,0,0,48,89.78
035600,,KG이니시스,2023,2023-12-31,2026-06-19,9600.0,264500000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,1712145326379.0,1016709892786.0,695435433593.0,97102941766.0,106275402446.0,1344791853182.0,2.72,0.38,13.96,146.2,7.9,144.89,10.75,-13.78,70.83,-104.65,98.12,96.46,27.75,-106.41,112.56,10,10,25,15,40,25,25,23.96,15.76,17.9,89.72,82.06,91.43,87.6,90.7,11.63,67.74,0,69,89.72
048910,,대원미디어,2023,2023-12-31,2026-06-19,4900.0,61600000000.0,KRW,general,일반,코스닥시장상장법인,467,기타 전문 도매업,general,일반형,기타 전문 도매업,industry,27,212944544325.0,78688200819.0,134256343506.0,8893323684.0,13806865689.0,316061909775.0,6.93,0.46,6.62,58.61,4.37,42.86,1.16,-5.03,68.95,-4.79,83.84,60.59,11.66,14.99,9.16,25,25,25,25,0,23.07,25,16.62,25,13.11,89.69,89.69,61.54,57.69,80,42.31,79.17,0,60,89.69
089600,,나스미디어,2023,2023-12-31,2026-06-19,9970.0,115300000000.0,KRW,general,일반,코스닥시장상장법인,713,광고업,general,일반형,광고업,industry,13,513311416075.0,262336185028.0,250975231047.0,17703119011.0,,,6.51,0.46,7.05,104.53,,16.33,0.93,2.45,109.44,4.7,60.12,50.59,4.61,4.49,,25,25,25,25,0,23.49,25,17.05,24.09,0,89.63,89.63,62.5,91.67,58.33,58.33,0,0,68,89.63
200880,,서연이화,2023,2023-12-31,2026-06-19,11980.0,323800000000.0,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,2357850900807.0,1432265936654.0,925584964153.0,164039657136.0,193109887890.0,3574265560035.0,1.97,0.35,17.72,154.74,5.4,34.05,0.68,-0.98,162.32,3.85,94.2,48.7,18.7,4.67,1.55,25,20,20,15,20,25,25,25,14.53,15.4,89.53,86.04,94.29,68.07,92.77,45.78,64.38,0,75,89.53
241690,,유니테크노,2023,2023-12-31,2026-06-19,2765.0,67700000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,209707190287.0,83683576483.0,126023613804.0,9119873859.0,11443596660.0,101893975859.0,7.42,0.54,7.24,66.4,11.23,34.05,0.68,-0.98,162.32,3.85,78.2,21.23,8.22,59.09,7.38,25,20,20,15,20,22.58,24.6,17.24,25,20.62,89.42,87.55,35.71,42.77,49.4,67.47,97.26,0,57,89.42
130580,,나이스디앤비,2023,2023-12-31,2026-06-19,5350.0,82400000000.0,KRW,general,일반,코스닥시장상장법인,759,기타 사업지원 서비스업,general,일반형,기타 사업지원 서비스업,industry,7,112226158674.0,21540596737.0,90685561937.0,10376813930.0,14191689686.0,87910545223.0,7.94,0.91,11.44,23.75,16.14,13.1,1.87,12.33,81.24,10.63,39.4,51.42,-0.88,70.76,5.51,25,25,25,25,0,22.06,20.9,21.44,25,23.07,89.4,89.4,80,66.67,50,83.33,66.67,0,70,89.4
014530,,극동유화,2023,2023-12-31,2026-06-19,3160.0,110200000000.0,KRW,general,일반,유가증권시장상장법인,192,석유 정제품 제조업,manufacturing,제조업형,제조업형,model,1104,430015236625.0,216137142605.0,213878094020.0,15093999527.0,27841803020.0,1157998807210.0,7.3,0.52,7.06,101.06,2.4,19.39,1.77,-9.3,137.31,-1.98,62.35,70.82,16.35,26.41,4.38,25,20,20,15,20,22.7,24.8,17.06,24.79,7.2,89.35,76.82,51.52,46.3,62.96,50,50,0,52,89.35
215480,,토박스코리아,2023,2023-12-31,2026-06-19,2075.0,18600000000.0,KRW,general,일반,코스닥시장상장법인,474,"섬유, 의복, 신발 및 가죽제품 소매업",general,일반형,"섬유, 의복, 신발 및 가죽제품 소매업",industry,7,41532520062.0,8155920536.0,33376599526.0,2478826296.0,2947160145.0,48648552369.0,7.5,0.56,7.43,24.44,6.06,7.22,0.38,0.01,102.19,-0.33,-3.92,-45.96,7.42,76.09,6.39,25,25,25,25,0,22.5,24.4,17.43,25,16.06,89.33,89.33,50,8.33,83.33,100,100,0,60,89.33
016590,,신대양제지,2023,2023-12-31,2026-06-19,9600.0,386900000000.0,KRW,general,일반,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",manufacturing,제조업형,"골판지, 종이 상자 및 종이 용기 제조업",industry,5,876212192768.0,189456582350.0,686755610418.0,51251648060.0,58513877508.0,645359891647.0,7.55,0.56,7.46,27.59,9.07,13.03,0.56,5.92,48.26,6.1,42.06,-0.76,1.54,42.84,2.97,25,20,20,15,20,22.45,24.4,17.46,25,19.07,89.31,86.19,50,25,75,50,75,0,55,89.31
009290,,광동제약,2023,2023-12-31,2026-06-19,5860.0,291800000000.0,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,bio_pharma,바이오/제약형,의약품 제조업,industry,62,1078065491869.0,490018414361.0,588047077508.0,39371762692.0,42069819369.0,1514454148123.0,7.41,0.5,6.7,83.33,2.78,53.13,2.83,-9.11,93.99,-14.52,86.05,82.49,15.81,11.34,17.3,5,10,35,25,25,22.59,25,16.7,25,8.34,89.29,71.24,69.7,79.51,70.49,40.98,48.21,0,58,89.29
016740,,두올,2023,2023-12-31,2026-06-19,4120.0,118100000000.0,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,477089681561.0,261501985696.0,215587695865.0,20831932708.0,44088244906.0,753135642653.0,5.67,0.55,9.66,121.3,5.85,34.05,0.68,-0.98,162.32,3.85,83.35,19.67,10.64,25.27,2.0,25,20,20,15,20,24.33,24.5,19.66,20.74,15.85,89.23,84.78,52.86,40.96,66.27,55.42,68.49,0,57,89.23
123410,,코리아에프티,2023,2023-12-31,2026-06-19,5610.0,156200000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,415160886010.0,237807649313.0,177353236697.0,30335231231.0,33927539705.0,679542505142.0,5.15,0.88,17.1,134.09,4.99,34.05,0.68,-0.98,162.32,3.85,84.88,-29.15,18.08,17.4,1.14,25,20,20,15,20,24.85,21.2,25,18.18,14.97,89.23,84.69,58.57,21.69,85.54,54.22,61.64,0,57,89.23
010100,,한국무브넥스,2023,2023-12-31,2026-06-19,4315.0,131400000000.0,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,874724776068.0,533544151720.0,341180624348.0,50489560045.0,59337787778.0,1510805866604.0,2.6,0.39,14.8,156.38,3.93,34.05,0.68,-0.98,162.32,3.85,92.36,43.53,15.78,3.66,0.08,25,20,20,15,20,25,25,24.8,14.36,11.79,89.16,82.89,85.71,63.86,80.72,44.58,46.58,0,66,89.16
138070,,신진에스엠,2023,2023-12-31,2026-06-19,1387.0,24300000000.0,KRW,general,일반,코스닥시장상장법인,259,기타 금속 가공제품 제조업,manufacturing,제조업형,기타 금속 가공제품 제조업,industry,15,107467664020.0,29144722836.0,78322941184.0,4027889802.0,3954600202.0,59704217015.0,6.03,0.31,5.14,37.21,6.62,15.6,0.69,-0.9,84.77,-4.3,61.32,54.75,6.04,56.1,10.93,25,20,20,15,20,23.97,25,15.14,25,16.62,89.11,84.38,57.14,92.86,71.43,64.29,75,0,72,89.11
154040,,다산솔루에타,2023,2023-12-31,2026-06-19,758.0,13600000000.0,KRW,general,일반,코스닥시장상장법인,262,전자부품 제조업,manufacturing,제조업형,전자부품 제조업,industry,101,182539564635.0,112374407210.0,70165157425.0,26505987961.0,-149102626.0,158770415307.0,0.51,0.19,37.78,160.16,-0.09,109.28,2.93,-2.75,82.02,-1.26,99.53,93.39,40.53,-95.27,1.17,25,20,20,15,20,25,25,25,13.98,0,88.98,73.39,100,100,100,11,32.29,0,73,88.98
017550,,수산중공업,2023,2023-12-31,2026-06-19,2155.0,134500000000.0,KRW,general,일반,유가증권시장상장법인,292,특수 목적용 기계 제조업,manufacturing,제조업형,특수 목적용 기계 제조업,industry,136,263117529522.0,87612992058.0,175504537464.0,16873038022.0,16398431249.0,226540510519.0,7.97,0.77,9.61,49.92,7.24,214.1,14.17,-3.02,83.92,-6.82,96.28,94.59,12.63,40.51,14.06,25,20,20,15,20,22.03,22.3,19.61,25,17.24,88.94,84.35,72.29,64.81,77.61,53.33,70.23,0,69,88.94
007310,,오뚜기,2023,2023-12-31,2026-06-19,315000.0,1262500000000.0,KRW,general,일반,유가증권시장상장법인,107,도시락 및 식사용 조리식품 제조업,manufacturing,제조업형,도시락 및 식사용 조리식품 제조업,industry,28,3496482529068.0,1432941729984.0,2063540799084.0,161681368673.0,254893843560.0,3454548477401.0,7.81,0.61,7.84,69.44,7.38,22.42,1.18,3.66,108.48,3.59,65.18,47.96,4.18,35.99,3.79,25,20,20,15,20,22.19,23.9,17.84,25,17.38,88.93,84.49,61.9,38.89,70.37,55.56,72,0,60,88.93
286940,,롯데정보통신,2023,2023-12-31,2026-06-19,18750.0,283700000000.0,KRW,general,일반,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",it_software,IT/소프트웨어형,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",industry,28,944050170382.0,492995443728.0,451054726654.0,40721529179.0,56946199405.0,1196722467905.0,6.97,0.63,9.03,109.3,4.76,30.22,1.4,-1.64,118.01,-2.34,76.94,54.94,10.67,7.38,7.1,10,10,25,15,40,23.03,23.7,19.03,23.14,14.28,88.9,74.45,76.47,74.07,77.78,33.33,70.83,0,68,88.9
006660,,삼성공조,2023,2023-12-31,2026-06-19,10920.0,88700000000.0,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,313423840444.0,42256345231.0,271167495213.0,14081133282.0,5439330772.0,125890836954.0,6.3,0.33,5.19,15.58,4.32,34.05,0.68,-0.98,162.32,3.85,81.5,52.04,6.17,90.4,0.47,25,20,20,15,20,23.7,25,15.19,25,12.96,88.89,81.22,45.71,75.3,36.14,96.39,47.95,0,58,88.89
