symbol,corpCode,name,year,fiscal_date,price_date,price,market_cap,currency,sector_group,sector_name,market_type,industry_code,industry_name,valuation_model_type,valuation_model_name,peer_group_name,peer_group_level,peer_group_size,total_assets,total_liabilities,total_equity,net_income,operating_income,revenue,per,pbr,roe,debt_ratio,operating_margin,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_debt_ratio_avg,peer_operating_margin_avg,per_vs_peer_pct,pbr_vs_peer_pct,roe_vs_peer_pctp,debt_ratio_vs_peer_pct,operating_margin_vs_peer_pctp,weight_per,weight_pbr,weight_roe,weight_debt,weight_op_margin,per_score,pbr_score,roe_score,debt_score,operating_margin_score,absolute_score,weighted_absolute_score,per_peer_score,pbr_peer_score,roe_peer_score,debt_peer_score,op_margin_peer_score,risk_penalty,industry_adjusted_score,valuation_score
090410,,덕신하우징,2023,2023-12-31,2026-06-19,893.0,41200000000.0,KRW,general,일반,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",manufacturing,제조업형,"구조용 금속제품, 탱크 및 증기발생기 제조업",industry,16,178289047495.0,64336545968.0,113952501527.0,24087745660.0,28946846479.0,218078494407.0,1.71,0.36,21.14,56.46,13.27,19.98,1.28,-5.88,125.16,5.27,91.44,71.65,27.01,54.89,8.01,25,20,20,15,20,25,25,25,25,21.64,100,97.31,90,86.67,86.67,80,85.71,0,86,100
094840,,슈프리마에이치큐,2023,2023-12-31,2026-06-19,10610.0,104000000000.0,KRW,general,일반,코스닥시장상장법인,264,통신 및 방송 장비 제조업,manufacturing,제조업형,통신 및 방송 장비 제조업,industry,50,229097898557.0,19960281430.0,209137617127.0,37469896066.0,-2677599728.0,20386641334.0,2.78,0.5,17.92,9.54,-13.13,39.22,1.8,-10.67,82.35,-9.98,92.92,72.43,28.59,88.41,-3.15,25,20,20,15,20,25,25,25,25,0,100,80,93.1,64.58,97.92,97.92,23.4,0,75,100
208350,,지란지교시큐리티,2023,2023-12-31,2026-06-19,2870.0,23300000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,92553608517.0,22884919612.0,69668688905.0,10939986148.0,1836738399.0,35281556819.0,2.13,0.33,15.7,32.85,5.21,144.89,10.75,-13.78,70.83,-104.65,98.53,96.89,29.49,53.62,109.86,10,10,25,15,40,25,25,25,25,15.21,100,84.34,92.86,88.76,91.47,63.57,56.05,0,73,100
299900,,위지윅스튜디오,2023,2023-12-31,2026-06-19,269.0,46000000000.0,KRW,general,일반,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",general,일반형,"영화, 비디오물, 방송프로그램 제작 및 배급업",industry,22,337160026663.0,103250999242.0,233909027421.0,46673309727.0,-20281322515.0,147335163984.0,0.99,0.2,19.95,44.14,-13.77,10.52,1.36,-22.1,125.36,-18.68,90.63,85.58,42.06,64.79,4.91,25,25,25,25,0,25,25,25,25,0,100,100,100,95.24,100,71.43,40,0,92,100
301300,,바이브컴퍼니,2023,2023-12-31,2026-06-19,1633.0,21500000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,120251889260.0,52096894925.0,68154994335.0,32029746357.0,-9225955061.0,29977118711.0,0.67,0.32,47.0,76.44,-30.78,144.89,10.75,-13.78,70.83,-104.65,99.54,97.06,60.78,-7.92,73.88,10,10,25,15,40,25,25,25,25,0,100,60,100,90.7,100,30.23,16.13,0,55,100
053980,,오상자이엘,2023,2023-12-31,2026-06-19,2610.0,49500000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,133387550333.0,37542175295.0,95845375038.0,23869358371.0,6343563755.0,103285811808.0,2.07,0.52,24.9,39.17,6.14,144.89,10.75,-13.78,70.83,-104.65,98.57,95.19,38.69,44.7,110.79,10,10,25,15,40,25,24.8,25,25,16.14,99.8,85.74,94.29,83.72,98.45,53.49,62.9,0,76,99.8
094970,,제이엠티,2023,2023-12-31,2026-06-19,2750.0,46100000000.0,KRW,general,일반,코스닥시장상장법인,262,전자부품 제조업,manufacturing,제조업형,전자부품 제조업,industry,101,221792517965.0,63642163792.0,158150354173.0,23247725390.0,14826526543.0,122737483734.0,1.98,0.29,14.7,40.24,12.08,109.28,2.93,-2.75,82.02,-1.26,98.19,90.06,17.45,50.94,13.34,25,20,20,15,20,25,25,24.7,25,21.04,99.7,96.59,98.39,95,88.89,67,94.79,0,90,99.7
105630,,한세실업,2023,2023-12-31,2026-06-19,8490.0,339600000000.0,KRW,general,일반,유가증권시장상장법인,141,봉제의복 제조업,manufacturing,제조업형,봉제의복 제조업,industry,25,1237247610671.0,593553250948.0,643694359723.0,112035180540.0,168225105469.0,1708756427696.0,3.03,0.53,17.41,92.21,9.84,62.46,0.65,5.54,81.83,6.33,95.15,18.78,11.86,-12.69,3.51,25,20,20,15,20,25,24.7,25,25,19.84,99.7,95.63,95,41.67,95.83,29.17,78.26,0,71,99.7
066700,,테라젠이텍스,2023,2023-12-31,2026-06-19,2220.0,82500000000.0,KRW,general,일반,코스닥시장상장법인,212,의약품 제조업,bio_pharma,바이오/제약형,의약품 제조업,industry,62,243135218923.0,90202681263.0,152932537660.0,28391891575.0,11559997329.0,221724623723.0,2.91,0.54,18.56,58.98,5.21,53.13,2.83,-9.11,93.99,-14.52,94.53,80.96,27.68,37.24,19.74,5,10,35,25,25,25,24.6,25,25,15.21,99.6,90.05,100,75.41,96.72,68.85,62.5,0,79,99.6
054040,,한국컴퓨터,2023,2023-12-31,2026-06-19,4935.0,79300000000.0,KRW,general,일반,코스닥시장상장법인,262,전자부품 제조업,manufacturing,제조업형,전자부품 제조업,industry,101,173693385329.0,31439032151.0,142254353178.0,21694707920.0,23801779319.0,371742901465.0,3.66,0.56,15.25,22.1,6.4,109.28,2.93,-2.75,82.02,-1.26,96.66,80.99,18.01,73.05,7.66,25,20,20,15,20,25,24.4,25,25,16.4,99.4,92.64,96.77,78,89.9,84,78.13,0,86,99.4
079960,,동양이엔피,2023,2023-12-31,2026-06-19,20450.0,160700000000.0,KRW,general,일반,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",manufacturing,제조업형,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",industry,26,424283930280.0,98050118825.0,326233811455.0,46963597785.0,42958412627.0,536914173334.0,3.42,0.49,14.4,30.06,8.0,105.35,5.66,-9.55,129.96,-0.39,96.75,91.29,23.95,76.87,8.39,25,20,20,15,20,25,25,24.4,25,18,99.4,93.92,100,84,92,80,79.17,0,88,99.4
001380,,SG글로벌,2023,2023-12-31,2026-06-19,1422.0,32000000000.0,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,85,198246797314.0,57195063606.0,141051733708.0,20175100732.0,6606303384.0,96577221552.0,1.59,0.23,14.3,40.55,6.84,34.05,0.68,-0.98,162.32,3.85,95.34,66.73,15.28,75.02,2.99,25,20,20,15,20,25,25,24.3,25,16.84,99.3,92.91,97.14,87.35,78.31,80.72,79.45,0,85,99.3
111380,,동인기연,2023,2023-12-31,2026-06-19,12330.0,75600000000.0,KRW,general,일반,유가증권시장상장법인,151,"가죽, 가방 및 유사제품 제조업",manufacturing,제조업형,제조업형,model,1104,217309008513.0,84551635875.0,132757372638.0,20625632427.0,28253714819.0,216057247215.0,3.67,0.57,15.54,63.69,13.08,19.39,1.77,-9.3,137.31,-1.98,81.1,67.75,24.83,53.62,15.05,25,20,20,15,20,25,24.3,25,25,21.54,99.3,96.67,87.88,42.59,96.3,68.52,95.65,0,79,99.3
298540,,더네이쳐홀딩스,2023,2023-12-31,2026-06-19,5920.0,85800000000.0,KRW,general,일반,코스닥시장상장법인,144,의복 액세서리 제조업,manufacturing,제조업형,제조업형,model,1104,640170812777.0,270883018769.0,369287794008.0,52424405163.0,66951645379.0,548443577367.0,1.64,0.23,14.2,73.35,12.21,19.39,1.77,-9.3,137.31,-1.98,91.56,86.84,23.49,46.58,14.18,25,20,20,15,20,25,25,24.2,25,21.11,99.2,96.25,95.45,89.81,90.74,61.11,93.48,0,88,99.2
005860,,한일사료,2023,2023-12-31,2026-06-19,2345.0,92400000000.0,KRW,general,일반,코스닥시장상장법인,108,기타 식품 제조업,manufacturing,제조업형,기타 식품 제조업,industry,10,241515900189.0,84736701660.0,156779198529.0,115269307240.0,1767518597.0,396938179132.0,0.8,0.59,73.52,54.05,0.45,26.83,0.82,14.87,109.27,3.68,97.01,27.84,58.65,50.54,-3.24,25,20,20,15,20,25,24.1,25,25,1.35,99.1,80.36,100,50,100,62.5,22.22,0,69,99.1
035890,,서희건설,2023,2023-12-31,2026-06-19,2180.0,501000000000.0,KRW,general,일반,코스닥시장상장법인,411,건물 건설업,general,일반형,건물 건설업,industry,18,1538840693965.0,695168687177.0,843672006788.0,126686472990.0,228215359127.0,1441907750436.0,3.95,0.59,15.02,82.4,15.83,30.02,0.58,0.39,197.02,3.31,86.82,-1.75,14.62,58.18,12.52,25,25,25,25,0,25,24.1,25,25,22.92,99.1,99.1,90,23.53,94.12,82.35,85.71,0,73,99.1
208140,,정다운,2023,2023-12-31,2026-06-19,2220.0,72600000000.0,KRW,general,일반,코스닥시장상장법인,101,"도축, 육류 가공 및 저장 처리업",general,일반형,"도축, 육류 가공 및 저장 처리업",industry,6,196359679328.0,73423148782.0,122936530546.0,32677793000.0,35750469426.0,185491756008.0,2.22,0.59,26.58,59.72,19.27,18.32,0.55,8.88,126.56,5.96,87.87,-8.13,17.7,52.81,13.31,25,25,25,25,0,25,24.1,25,25,24.64,99.1,99.1,75,40,100,80,100,0,74,99.1
215000,,골프존,2023,2023-12-31,2026-06-19,40350.0,253200000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,637622471675.0,211943377227.0,425679094448.0,73621776385.0,114549134545.0,685111033775.0,3.44,0.59,17.3,49.79,16.72,144.89,10.75,-13.78,70.83,-104.65,97.63,94.47,31.08,29.7,121.37,10,10,25,15,40,25,24.1,25,25,23.36,99.1,97.02,90,77.52,95.35,46.51,89.52,0,83,99.1
297890,,HB솔루션,2023,2023-12-31,2026-06-19,1851.0,135400000000.0,KRW,general,일반,코스닥시장상장법인,292,특수 목적용 기계 제조업,manufacturing,제조업형,특수 목적용 기계 제조업,industry,136,298046734081.0,68231954690.0,229814779391.0,75623976845.0,6764041996.0,96170053722.0,1.79,0.59,32.91,29.69,7.03,214.1,14.17,-3.02,83.92,-6.82,99.16,95.84,35.92,64.62,13.85,25,20,20,15,20,25,24.1,25,25,17.03,99.1,92.9,100,76.67,99.25,71.85,69.47,0,85,99.1
005440,,현대지에프홀딩스,2023,2023-12-31,2026-06-19,13520.0,2107800000000.0,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,general,일반형,기타 금융업,industry,84,5051682271000.0,1530728455000.0,3520953816000.0,1100908213000.0,-11033826000.0,2629493454000.0,1.91,0.6,31.27,43.47,-0.42,121.17,4.48,4.61,214.41,4.47,98.42,86.63,26.66,79.72,-4.89,25,25,25,25,0,25,24,25,25,0,99,99,93.24,45.18,100,63.86,7.94,0,76,99
290270,,휴네시온,2023,2023-12-31,2026-06-19,2725.0,26200000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,50873612222.0,8246221254.0,42627390968.0,6740050487.0,4662572734.0,36140422011.0,3.89,0.61,15.81,19.34,12.9,144.89,10.75,-13.78,70.83,-104.65,97.32,94.28,29.59,72.69,117.55,10,10,25,15,40,25,23.9,25,25,21.45,98.9,93.88,85.71,75.19,93.02,79.07,79.84,0,83,98.9
036630,,세종텔레콤,2023,2023-12-31,2026-06-19,8050.0,80500000000.0,KRW,general,일반,코스닥시장상장법인,612,전기 통신업,general,일반형,전기 통신업,industry,13,520375081558.0,200023805865.0,320351275693.0,44289357836.0,-3114263444.0,339300781424.0,1.82,0.25,13.83,62.44,-0.92,24.3,0.84,0.25,85.8,3.34,92.52,70.11,13.58,27.22,-4.26,25,25,25,25,0,25,25,23.83,25,0,98.83,98.83,100,91.67,91.67,66.67,11.11,0,88,98.83
052790,,액토즈소프트,2023,2023-12-31,2026-06-19,4410.0,48200000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,358237634999.0,109500266294.0,248737368705.0,34035088213.0,42439379218.0,89363311393.0,1.42,0.19,13.68,44.02,47.49,144.89,10.75,-13.78,70.83,-104.65,99.02,98.2,27.47,37.85,152.14,10,10,25,15,40,25,25,23.68,25,25,98.68,98.68,97.14,99.22,89.92,50.39,100,0,90,98.68
267790,,배럴,2023,2023-12-31,2026-06-19,3295.0,25300000000.0,KRW,general,일반,코스닥시장상장법인,141,봉제의복 제조업,manufacturing,제조업형,봉제의복 제조업,industry,25,67419902554.0,27765395433.0,39654507121.0,6826013707.0,8503098170.0,58163177764.0,3.71,0.64,17.21,70.02,14.62,62.46,0.65,5.54,81.83,6.33,94.07,1.78,11.67,14.43,8.29,25,20,20,15,20,25,23.6,25,25,22.31,98.6,96.73,75,25,91.67,58.33,86.96,0,68,98.6
039310,,세중,2023,2023-12-31,2026-06-19,958.0,17400000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,131031483217.0,29772172974.0,101259310243.0,13761016071.0,1181250873.0,36300830203.0,1.26,0.17,13.59,29.4,3.25,144.89,10.75,-13.78,70.83,-104.65,99.13,98.4,27.37,58.49,107.91,10,10,25,15,40,25,25,23.59,25,9.75,98.59,74.19,98.57,100,88.37,68.22,50.81,0,73,98.59
126700,,하이비젼시스템,2023,2023-12-31,2026-06-19,11500.0,171800000000.0,KRW,general,일반,코스닥시장상장법인,273,사진장비 및 광학기기 제조업,manufacturing,제조업형,사진장비 및 광학기기 제조업,industry,9,360251532588.0,95353827747.0,264897704841.0,49741192485.0,58796177634.0,348281451045.0,3.45,0.65,18.78,36.0,16.88,57.48,1.47,-9.61,166.59,-18.26,93.99,56.01,28.38,78.39,35.14,25,20,20,15,20,25,23.5,25,25,23.44,98.5,97.55,100,75,85.71,75,87.5,0,86,98.5
060560,,홈센타홀딩스,2023,2023-12-31,2026-06-19,2000.0,50800000000.0,KRW,general,일반,코스닥시장상장법인,467,기타 전문 도매업,general,일반형,기타 전문 도매업,industry,27,444759073510.0,214316328169.0,230442745341.0,31027488204.0,39719633111.0,427496922550.0,1.64,0.22,13.46,93.0,9.29,42.86,1.16,-5.03,68.95,-4.79,96.18,81.06,18.5,-34.89,14.09,25,25,25,25,0,25,25,23.46,25,19.29,98.46,98.46,100,80.77,100,23.08,97.92,0,76,98.46
200230,,텔콘RF제약,2023,2023-12-31,2026-06-19,360.0,25700000000.0,KRW,general,일반,코스닥시장상장법인,264,통신 및 방송 장비 제조업,manufacturing,제조업형,통신 및 방송 장비 제조업,industry,50,140414916719.0,35470382778.0,104944533941.0,13948744649.0,965315608.0,36307203781.0,1.84,0.24,13.29,33.8,2.66,39.22,1.8,-10.67,82.35,-9.98,95.3,86.42,23.96,58.96,12.64,25,20,20,15,20,25,25,23.29,25,7.98,98.29,85.02,96.55,97.92,91.67,62.5,59.57,0,83,98.29
137950,,제이씨케미칼,2023,2023-12-31,2026-06-19,2780.0,61900000000.0,KRW,general,일반,코스닥시장상장법인,204,기타 화학제품 제조업,manufacturing,제조업형,기타 화학제품 제조업,industry,70,300138376542.0,139407382220.0,160730994322.0,21125249743.0,32297170191.0,439247116474.0,2.93,0.39,13.14,86.73,7.35,23.92,2.82,1.66,83.43,-0.33,87.75,86.35,11.48,-3.96,7.68,25,20,20,15,20,25,25,23.14,25,17.35,98.14,92.39,95.92,81.16,81.16,37.68,69.23,0,76,98.14
058630,,엠게임,2023,2023-12-31,2026-06-19,4110.0,78900000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,131,148212569849.0,34307434148.0,113905135701.0,21768758250.0,21314431594.0,81633381472.0,3.62,0.69,19.11,30.12,26.11,144.89,10.75,-13.78,70.83,-104.65,97.5,93.55,32.89,57.48,130.76,10,10,25,15,40,25,23.1,25,25,25,98.1,99.24,88.57,64.34,96.12,67.44,96.77,0,88,98.1
001230,,동국홀딩스,2023,2023-12-31,2026-06-19,1883.0,292800000000.0,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,manufacturing,제조업형,1차 철강 제조업,industry,39,2421648337449.0,644335386070.0,1777312951379.0,231577736410.0,,,1.26,0.16,13.03,36.25,,22.88,0.63,0.0,90.02,3.61,94.47,73.76,13.02,59.73,,25,20,20,15,20,25,25,23.03,25,0,98.03,78.42,100,97.37,97.37,76.32,0,0,75,98.03
284740,,쿠쿠홈시스,2023,2023-12-31,2026-06-19,22000.0,493600000000.0,KRW,general,일반,유가증권시장상장법인,762,개인 및 가정용품 임대업,general,일반형,일반형,model,531,1138110386834.0,238828611222.0,899281775612.0,121298841327.0,144873008354.0,954551724190.0,4.07,0.55,13.49,26.56,15.18,13.84,18.83,-4.46,117.95,-0.74,70.59,97.08,17.95,77.48,15.92,25,25,25,25,0,25,24.5,23.49,25,22.59,97.99,97.99,89.58,59.87,89.47,89.47,89.23,0,82,97.99
122310,,제노레이,2023,2023-12-31,2026-06-19,3290.0,47900000000.0,KRW,general,일반,코스닥시장상장법인,271,의료용 기기 제조업,manufacturing,제조업형,의료용 기기 제조업,industry,42,124269683998.0,28736501348.0,95533182650.0,12356204108.0,12757041199.0,97897440573.0,3.88,0.5,12.93,30.08,13.03,41.0,4.17,-75.29,302.78,-97.36,90.55,87.98,88.23,90.07,110.39,25,20,20,15,20,25,25,22.93,25,21.52,97.93,95.56,100,90.24,90,73.17,67.57,0,86,97.93
142760,,비엘,2023,2023-12-31,2026-06-19,600.0,25300000000.0,KRW,general,일반,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,general,일반형,자연과학 및 공학 연구개발업,industry,36,49072457724.0,13278407541.0,35794050183.0,8074472533.0,-5163851157.0,18245316126.0,3.13,0.71,22.56,37.1,-28.3,12.93,62.29,-38.1,73.88,-2037.03,75.77,98.87,60.66,49.79,2008.72,25,25,25,25,0,25,22.9,25,25,0,97.9,97.9,100,88.57,100,57.14,64.52,0,86,97.9
067280,,멀티캠퍼스,2023,2023-12-31,2026-06-19,23950.0,141900000000.0,KRW,general,일반,코스닥시장상장법인,856,기타 교육기관,general,일반형,일반형,model,531,311785247761.0,114400645171.0,197384602590.0,31940210131.0,,,4.44,0.72,16.18,57.96,,13.84,18.83,-4.46,117.95,-0.74,67.89,96.18,20.64,50.86,,25,25,25,25,0,25,22.8,25,25,0,97.8,97.8,87.5,40.79,96.05,65.79,0,0,73,97.8
083310,,엘오티베큠,2023,2023-12-31,2026-06-19,10570.0,188300000000.0,KRW,general,일반,코스닥시장상장법인,292,특수 목적용 기계 제조업,manufacturing,제조업형,특수 목적용 기계 제조업,industry,136,368059811995.0,107944601183.0,260115210812.0,50291025533.0,67151350020.0,473028421100.0,3.74,0.72,19.33,41.5,14.2,214.1,14.17,-3.02,83.92,-6.82,98.25,94.89,22.35,50.55,21.01,25,20,20,15,20,25,22.8,25,25,22.1,97.8,95.92,92.77,67.41,94.78,57.04,94.66,0,83,97.8
048430,,유라테크,2023,2023-12-31,2026-06-19,5960.0,68700000000.0,KRW,general,일반,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",manufacturing,제조업형,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",industry,26,165264610057.0,31341018110.0,133923591947.0,17263249540.0,6031551193.0,209704070807.0,3.98,0.51,12.89,23.4,2.88,105.35,5.66,-9.55,129.96,-0.39,96.22,90.93,22.44,81.99,3.26,25,20,20,15,20,25,24.9,22.89,25,8.64,97.79,85.14,86.67,80,88,84,54.17,0,79,97.79
123890,,한국자산신탁,2023,2023-12-31,2026-06-19,2305.0,282100000000.0,KRW,finance,금융기타,유가증권시장상장법인,642,신탁업 및 집합투자업,finance,금융기타형,신탁업 및 집합투자업,industry,7,1480050024356.0,445001934727.0,1035048089629.0,129642234144.0,116706241689.0,259071620425.0,2.18,0.27,12.53,42.99,45.05,9.58,0.94,9.37,31.49,12.23,77.28,70.86,3.16,-36.51,32.82,15,35,35,15,0,25,25,22.53,25,25,97.53,96.54,100,100,60,16.67,66.67,0,74,97.53
054450,,텔레칩스,2023,2023-12-31,2026-06-19,12220.0,185100000000.0,KRW,general,일반,코스닥시장상장법인,261,반도체 제조업,manufacturing,제조업형,반도체 제조업,industry,47,374790992226.0,128593931575.0,246197060651.0,62638246233.0,16777001456.0,191094718185.0,2.96,0.75,25.44,52.23,8.78,277.85,3.9,-15.91,89.9,-11.22,98.94,80.73,41.35,41.9,19.99,25,20,20,15,20,25,22.5,25,25,18.78,97.5,93.02,95.24,78.26,100,54.35,85.37,0,85,97.5
