symbol,corpCode,name,year,fiscal_date,price_date,price,market_cap,total_assets,total_liabilities,total_equity,net_income,operating_income,revenue,per,pbr,roe,debt_ratio,per_score,pbr_score,roe_score,debt_score,valuation_score
084010,00113225,대한제강,2025,2025-12-31,2026-06-18,8670.0,298000000000.0,1249954072860.0,319627752959.0,930326319901.0,13848928089.0,2872504765.0,1247058624052.0,21.52,0.32,1.49,34.36,5,25,5,25,60
085310,00172228,엔케이,2025,2025-12-31,2026-06-18,10070.0,74700000000.0,230547230245.0,64297975973.0,166249254272.0,3694204031.0,647803589.0,130102265815.0,20.22,0.45,2.22,38.68,5,25,5,25,60
086960,00445841,MDS테크,2025,2025-12-31,2026-06-18,2495.0,105100000000.0,212101977415.0,68794084188.0,143307893227.0,6190210178.0,5813313438.0,187705770904.0,16.98,0.73,4.32,48.0,10,20,5,25,60
087260,00556615,모바일어플라이언스,2025,2025-12-31,2026-06-18,442.0,14400000000.0,61059027472.0,11941959435.0,49117068037.0,565352331.0,895803759.0,34943028825.0,25.47,0.29,1.15,24.31,5,25,5,25,60
090460,00447609,비에이치,2025,2025-12-31,2026-06-18,27000.0,910200000000.0,1370500771503.0,579680300070.0,790820471433.0,40648029171.0,53978420775.0,1792660286542.0,22.39,1.15,5.14,73.3,5,15,15,25,60
094820,00485177,일진파워,2025,2025-12-31,2026-06-18,15250.0,230000000000.0,329098066672.0,177881168264.0,151216898408.0,19553746567.0,24121399743.0,251984799104.0,11.76,1.52,12.93,117.63,15,10,20,15,60
095500,00526836,미래나노텍,2025,2025-12-31,2026-06-18,7360.0,228200000000.0,658672859041.0,321777820107.0,336895038934.0,13599233450.0,20929372893.0,538532646902.0,16.78,0.68,4.04,95.51,10,20,5,25,60
097870,00367385,효성오앤비,2025,2025-06-30,2026-06-18,5210.0,44200000000.0,90816844252.0,11511064644.0,79305779608.0,2894458281.0,3468755895.0,24387108990.0,15.27,0.56,3.65,14.51,10,20,5,25,60
097950,00635134,CJ제일제당,2025,2025-12-31,2026-06-18,195200.0,2938600000000.0,29744790534000.0,18193587910000.0,11551202624000.0,416955408000.0,1233604641000.0,27342589100000.0,7.05,0.25,3.61,157.5,20,25,5,10,60
099520,00627029,DGI,2025,2025-12-31,2026-06-18,1284.0,58100000000.0,29371778873.0,6477539018.0,22894239855.0,3300509726.0,3299650687.0,25172528475.0,17.6,2.54,14.42,28.29,10,5,20,25,60
115450,00552859,HLB테라퓨틱스,2025,2025-12-31,2026-06-18,2610.0,231200000000.0,228655057738.0,54791634552.0,173863423186.0,9667885416.0,3534298673.0,69561353835.0,23.91,1.33,5.56,31.51,5,15,15,25,60
115480,00681249,씨유메디칼,2025,2025-12-31,2026-06-18,1982.0,24000000000.0,99662942214.0,39987941025.0,59675001189.0,819203805.0,10812879962.0,48222586383.0,29.3,0.4,1.37,67.01,5,25,5,25,60
119650,00797364,KC코트렐,2025,2025-12-31,2026-06-18,918.0,100800000000.0,202714625280.0,150688977105.0,52025648175.0,10390140704.0,8864697161.0,192872605567.0,9.7,1.94,19.97,289.64,20,10,25,5,60
121800,00693651,비덴트,2025,2025-12-31,2026-06-18,3320.0,256300000000.0,703109366248.0,58482758351.0,644626607897.0,8649437293.0,7216693320.0,10149724188.0,29.63,0.4,1.34,9.07,5,25,5,25,60
122900,00360142,아이마켓코리아,2025,2025-12-31,2026-06-18,7620.0,254700000000.0,1364073064191.0,942019444504.0,422053619687.0,29640768548.0,20319970689.0,3054422899510.0,8.59,0.6,7.02,223.2,20,20,15,5,60
123570,00616290,이엠넷,2025,2025-12-31,2026-06-18,1868.0,41600000000.0,137272776944.0,38092489462.0,99180287482.0,1850271907.0,274223860.0,32260399959.0,22.48,0.42,1.87,38.41,5,25,5,25,60
126600,00599595,BGF에코머티리얼즈,2025,2025-12-31,2026-06-18,3245.0,203700000000.0,781725170717.0,282057725137.0,499667445580.0,10029811079.0,17346417585.0,397885888276.0,20.31,0.41,2.01,56.45,5,25,5,25,60
126880,00442154,제이엔케이글로벌,2025,2025-12-31,2026-06-18,3250.0,75400000000.0,250891212218.0,92327709562.0,158563502656.0,2920964149.0,3154251457.0,147293291891.0,25.81,0.48,1.84,58.23,5,25,5,25,60
134790,00852087,시디즈,2025,2025-12-31,2026-06-18,19270.0,38500000000.0,97876438949.0,35169212372.0,62707226577.0,2261162145.0,6682962310.0,195719724417.0,17.03,0.61,3.61,56.08,10,20,5,25,60
137400,00612294,피엔티,2025,2025-12-31,2026-06-18,41200.0,976100000000.0,1718145213481.0,1019930494330.0,698214719151.0,69517315337.0,95648148084.0,744889433349.0,14.04,1.4,9.96,146.08,15,15,15,15,60
153490,00815095,우리이앤엘,2025,2025-12-31,2026-06-18,690.0,35500000000.0,122006821491.0,30590829579.0,91415991912.0,1391425848.0,286520518.0,121210836014.0,25.51,0.39,1.52,33.46,5,25,5,25,60
156100,00918222,엘앤케이바이오,2025,2025-12-31,2026-06-18,5260.0,117600000000.0,83482864772.0,44848206486.0,38634658286.0,16791936621.0,715115654.0,38920486823.0,7.0,3.04,43.46,116.08,20,0,25,15,60
172670,00493325,에이엘티,2025,2025-12-31,2026-06-18,13120.0,117600000000.0,205375473006.0,111906317183.0,93469155823.0,8866390769.0,7394799659.0,48358194953.0,13.26,1.26,9.49,119.73,15,15,15,15,60
182360,00985686,큐브엔터,2025,2025-12-31,2026-06-18,6840.0,106400000000.0,258263677790.0,97353309309.0,160910368481.0,5858853002.0,7261994709.0,87228103184.0,18.16,0.66,3.64,60.5,10,20,5,25,60
183190,00990165,아세아시멘트,2025,2025-12-31,2026-06-18,10040.0,366500000000.0,2177954305000.0,1076825917000.0,1101128388000.0,16434140000.0,77134472000.0,1022789744000.0,22.3,0.33,1.49,97.79,5,25,5,25,60
188040,01157846,바이오포트,2025,2025-12-31,2026-06-18,5250.0,24600000000.0,57284115425.0,16817634277.0,40466481148.0,1403409696.0,830046239.0,70879747598.0,17.53,0.61,3.47,41.56,10,20,5,25,60
192250,01003040,케이사인,2025,2025-12-31,2026-06-18,8180.0,57800000000.0,196844452737.0,75387677369.0,121456775368.0,2163155381.0,2895367155.0,,26.72,0.48,1.78,62.07,5,25,5,25,60
196450,01031502,코아시아씨엠,2025,2025-12-31,2026-06-18,929.0,42100000000.0,128523498223.0,63703657689.0,64819840534.0,2714886428.0,5272336211.0,258196765549.0,15.51,0.65,4.19,98.28,10,20,5,25,60
199480,01138595,뱅크웨어글로벌,2025,2025-12-31,2026-06-18,3430.0,35000000000.0,47281984982.0,29340184765.0,17941800217.0,2763085639.0,4381350455.0,63448191187.0,12.67,1.95,15.4,163.53,15,10,25,10,60
200880,01036446,서연이화,2025,2025-12-31,2026-06-18,12570.0,339700000000.0,3205041446005.0,1972181090488.0,1232860355517.0,61100274095.0,161799822068.0,4505249722750.0,5.56,0.28,4.96,159.97,20,25,5,10,60
201490,00965813,미투온,2025,2025-12-31,2026-06-18,2280.0,74600000000.0,264876174199.0,22724850665.0,242151323534.0,3694782345.0,12612285137.0,120923979226.0,20.19,0.31,1.53,9.38,5,25,5,25,60
203450,00408266,유니온바이오메트릭스,2025,2025-12-31,2026-06-18,2725.0,38400000000.0,62567805997.0,21075197806.0,41492608191.0,2010982691.0,1020779717.0,51324033067.0,19.1,0.93,4.85,50.79,10,20,5,25,60
208350,01047169,지란지교시큐리티,2025,2025-12-31,2026-06-18,2915.0,23600000000.0,87935331147.0,21553790527.0,66381540620.0,883843404.0,2483169475.0,38927841312.0,26.7,0.36,1.33,32.47,5,25,5,25,60
208370,01047451,셀바스헬스케어,2025,2025-12-31,2026-06-18,3240.0,83400000000.0,78988210572.0,7863037948.0,71125172624.0,3889027539.0,161563032.0,30824695858.0,21.44,1.17,5.47,11.06,5,15,15,25,60
214260,01058101,라파스,2025,2025-12-31,2026-06-18,7800.0,69600000000.0,75077917566.0,44364124196.0,30713793370.0,4741726030.0,3033552891.0,30987892335.0,14.68,2.27,15.44,144.44,15,5,25,15,60
214450,00970453,파마리서치,2025,2025-12-31,2026-06-18,297000.0,3085700000000.0,1043888016418.0,320010430799.0,723877585619.0,168255434874.0,214395758571.0,536289118812.0,18.34,4.26,23.24,44.21,10,0,25,25,60
215480,01064069,토박스코리아,2025,2025-12-31,2026-06-18,2140.0,19200000000.0,37543038093.0,5732605255.0,31810432838.0,1248032193.0,4064386.0,39699702190.0,15.38,0.6,3.92,18.02,10,20,5,25,60
219550,01089378,디와이디,2025,2025-12-31,2026-06-18,1395.0,53900000000.0,29944164009.0,19824958829.0,10119205180.0,13721981070.0,489699688.0,44903125580.0,3.93,5.33,135.6,195.91,25,0,25,10,60
228850,00899459,레이언스,2025,2025-12-31,2026-06-18,6530.0,108300000000.0,261215994854.0,23850356104.0,237365638750.0,5321323098.0,3950343370.0,114722998848.0,20.35,0.46,2.24,10.05,5,25,5,25,60
232830,01113499,아이티센피엔에스,2025,2025-12-31,2026-06-18,2195.0,36300000000.0,203148172712.0,177142007289.0,26006165423.0,4594086807.0,302711455.0,269551291750.0,7.9,1.4,17.67,681.15,20,15,25,0,60
234300,01014055,에스트래픽,2025,2025-12-31,2026-06-18,2995.0,81500000000.0,172855230596.0,70616576429.0,102238654167.0,4946488369.0,8956631429.0,168238551225.0,16.48,0.8,4.84,69.07,10,20,5,25,60
241520,01109715,DSC인베스트먼트,2025,2025-12-31,2026-06-18,11170.0,297100000000.0,177757938756.0,47553092955.0,130204845801.0,17770710715.0,22339147639.0,45138188422.0,16.72,2.28,13.65,36.52,10,5,20,25,60
255440,00875307,야스,2025,2025-12-31,2026-06-18,7810.0,102000000000.0,171668213803.0,38287350928.0,133380862875.0,5509591896.0,6464736287.0,34763681766.0,18.51,0.76,4.13,28.71,10,20,5,25,60
262260,00604268,에이프로,2025,2025-12-31,2026-06-18,5330.0,80400000000.0,327516705769.0,266205685597.0,61311020172.0,10753173019.0,5834695693.0,147079619081.0,7.48,1.31,17.54,434.19,20,15,25,0,60
263920,01185566,휴엠앤씨,2025,2025-12-31,2026-06-18,3130.0,30700000000.0,61798161465.0,16284927798.0,45513233667.0,1571021628.0,2482783901.0,52307212214.0,19.54,0.67,3.45,35.78,10,20,5,25,60
272110,00769158,케이엔제이,2025,2025-12-31,2026-06-18,35900.0,288100000000.0,230504256719.0,133311955480.0,97192301239.0,25559651677.0,22242526961.0,84444745007.0,11.27,2.96,26.3,137.16,15,5,25,15,60
276730,01230255,한울앤제주,2025,2025-12-31,2026-06-18,14600.0,33400000000.0,60417880567.0,44438216134.0,15979664433.0,11513655522.0,4900577215.0,13893332928.0,2.9,2.09,72.05,278.09,25,5,25,5,60
277070,00616962,린드먼아시아,2025,2025-12-31,2026-06-18,3620.0,49600000000.0,65832015076.0,5622283632.0,60209731444.0,2988899431.0,3602841246.0,7432097638.0,16.59,0.82,4.96,9.34,10,20,5,25,60
280360,01258507,롯데웰푸드,2025,2025-12-31,2026-06-18,102100.0,939800000000.0,4574000252553.0,2287270726730.0,2286729525823.0,71390131647.0,109519157887.0,4215952626184.0,13.16,0.41,3.12,100.02,15,25,5,15,60
285130,01267170,SK케미칼,2025,2025-12-31,2026-06-18,45400.0,785400000000.0,6087624380520.0,2947185327552.0,3140439052968.0,27297323639.0,207363696.0,2365164441719.0,28.77,0.25,0.87,93.85,5,25,5,25,60
288980,01423837,모아데이타,2025,2025-12-31,2026-06-18,971.0,35300000000.0,78216530515.0,58846914565.0,19369615950.0,19734538355.0,5933151354.0,23169923506.0,1.79,1.82,101.88,303.81,25,10,25,0,60
290520,00961570,신도기연,2025,2025-12-31,2026-06-18,1886.0,30000000000.0,62602404059.0,3346481312.0,59255922747.0,1809258031.0,1807614008.0,31923243012.0,16.58,0.51,3.05,5.65,10,20,5,25,60
290550,01137903,디케이티,2025,2025-12-31,2026-06-18,21850.0,437000000000.0,319676364759.0,116864501833.0,202811862926.0,23172035965.0,21573699533.0,425776296391.0,18.86,2.15,11.43,57.62,10,5,20,25,60
290740,01141942,액트로,2025,2025-12-31,2026-06-18,13260.0,133500000000.0,123668697714.0,50489322131.0,73179375583.0,7316690550.0,6578777793.0,244938933154.0,18.25,1.82,10.0,68.99,10,10,15,25,60
294140,01011395,레몬,2025,2025-12-31,2026-06-18,2690.0,60300000000.0,25588308770.0,16496530389.0,9091778381.0,12098901003.0,7144548463.0,7456806685.0,4.98,6.63,133.08,181.44,25,0,25,10,60
307750,01329957,국전약품,2025,2025-12-31,2026-06-18,2470.0,133300000000.0,179207011973.0,83334644752.0,95872367221.0,4820309643.0,2575730706.0,131039398700.0,27.65,1.39,5.03,86.92,5,15,15,25,60
321260,01359736,프로이천,2025,2025-12-31,2026-06-18,2565.0,72300000000.0,48173604707.0,5247236440.0,42926368267.0,3916817486.0,2771555590.0,31533846355.0,18.46,1.68,9.12,12.22,10,10,15,25,60
331740,01649620,아우토크립트,2025,2025-12-31,2026-06-18,10700.0,104300000000.0,69080004177.0,38504110007.0,30575894170.0,12522926447.0,13519713490.0,25479479430.0,8.33,3.41,40.96,125.93,20,0,25,15,60
336570,01407909,원텍,2025,2025-12-31,2026-06-18,6270.0,561700000000.0,217246511788.0,59870633027.0,157375878761.0,35220975207.0,51685459840.0,156838102870.0,15.95,3.57,22.38,38.04,10,0,25,25,60
339770,00453284,교촌에프앤비,2025,2025-12-31,2026-06-18,3995.0,199600000000.0,377506755277.0,188876614347.0,188630140930.0,17221254343.0,35038002910.0,517353492006.0,11.59,1.06,9.13,100.13,15,15,15,15,60
348950,01415892,제이알글로벌리츠,2025,2025-12-31,2026-06-18,1182.0,233300000000.0,2750731027539.0,1561897449949.0,1188833577590.0,16214401254.0,54542329728.0,72166270260.0,14.39,0.2,1.36,131.38,15,25,5,15,60
352480,01226410,씨앤씨인터내셔널,2025,2025-12-31,2026-06-18,20750.0,282800000000.0,437835367957.0,83410729235.0,354424638722.0,14286675994.0,22170749656.0,288477800460.0,19.79,0.8,4.03,23.53,10,20,5,25,60
352910,00494546,오비고,2025,2025-12-31,2026-06-18,4320.0,54600000000.0,50400998846.0,14776355932.0,35624642914.0,2985516028.0,3724419135.0,33534744897.0,18.29,1.53,8.38,41.48,10,10,15,25,60
361570,01303029,알비더블유,2025,2025-12-31,2026-06-18,1680.0,48300000000.0,181624822255.0,114089652583.0,67535169672.0,3822576836.0,169191031.0,46476881443.0,12.64,0.72,5.66,168.93,15,20,15,10,60
363260,01493535,모비데이즈,2025,2025-12-31,2026-06-18,1033.0,33200000000.0,126014861489.0,77040559500.0,48974301989.0,3096401239.0,4506603704.0,44359105328.0,10.72,0.68,6.32,157.31,15,20,15,10,60
372800,01429840,아이티아이즈,2025,2025-12-31,2026-06-18,2920.0,20500000000.0,33557937354.0,25146440380.0,8411496974.0,10341416439.0,5394921537.0,78053779536.0,1.98,2.44,122.94,298.95,25,5,25,5,60
376980,01441611,원티드랩,2025,2025-12-31,2026-06-18,2340.0,22900000000.0,61513658104.0,23012918042.0,38500740062.0,1281578575.0,1019795155.0,38173738651.0,17.87,0.59,3.33,59.77,10,20,5,25,60
377030,01409095,비트맥스,2025,2025-12-31,2026-06-18,1880.0,20100000000.0,107159259826.0,96547702508.0,10611557318.0,96351376049.0,10858591301.0,27214600481.0,0.21,1.89,907.99,909.84,25,10,25,0,60
378340,01488320,필에너지,2025,2025-12-31,2026-06-18,13270.0,287200000000.0,211681385365.0,85016038674.0,126665346691.0,15848684203.0,22174111983.0,33194030028.0,18.12,2.27,12.51,67.12,10,5,20,25,60
382150,01423916,온코크로스,2025,2025-12-31,2026-06-18,4765.0,58100000000.0,28957264115.0,15584971328.0,13372292787.0,8928714245.0,,,6.51,4.34,66.77,116.55,20,0,25,15,60
387570,01455410,파인메딕스,2025,2025-12-31,2026-06-18,6200.0,34900000000.0,25521054978.0,6517660100.0,19003394878.0,1877915520.0,2580325297.0,9522704304.0,18.58,1.84,9.88,34.3,10,10,15,25,60
388870,01495180,파로스아이바이오,2025,2025-12-31,2026-06-18,6800.0,88000000000.0,29868258308.0,15942556867.0,13925701441.0,10756653748.0,11507092762.0,,8.18,6.32,77.24,114.48,20,0,25,15,60
405000,01575839,플라즈맵,2025,2025-12-31,2026-06-18,3790.0,14500000000.0,20553334641.0,14833695009.0,5719639632.0,6586889598.0,7600773545.0,8482954613.0,2.2,2.54,115.16,259.35,25,5,25,5,60
406820,01147487,뷰티스킨,2025,2025-12-31,2026-06-18,2050.0,29000000000.0,87680194136.0,55060074279.0,32620119857.0,2148273140.0,3158827820.0,54922098935.0,13.5,0.89,6.59,168.79,15,20,15,10,60
412350,01573381,레이저쎌,2025,2025-12-31,2026-06-18,6180.0,90200000000.0,42926540324.0,24354911364.0,18571628960.0,16207102764.0,13546745061.0,4684448307.0,5.57,4.86,87.27,131.14,20,0,25,15,60
413390,01563922,엠오티,2025,2025-12-31,2026-06-18,6700.0,77600000000.0,119970123609.0,59721506743.0,60248616866.0,3473305066.0,4409253600.0,75453871276.0,22.34,1.29,5.76,99.13,5,15,15,25,60
425040,01301252,티이엠씨,2025,2025-12-31,2026-06-18,17740.0,379200000000.0,421830890467.0,131131710248.0,290699180219.0,17699960143.0,24837637287.0,279708410111.0,21.42,1.3,6.09,45.11,5,15,15,25,60
441270,01686755,파인엠텍,2025,2025-12-31,2026-06-18,7620.0,320400000000.0,427360659854.0,207687987764.0,219672672090.0,15444566019.0,,,20.75,1.46,7.03,94.54,5,15,15,25,60
443670,01381391,에스피소프트,2025,2025-12-31,2026-06-18,3535.0,87500000000.0,79490288966.0,11795214704.0,67695074262.0,3814377245.0,3617157415.0,54483055562.0,22.94,1.29,5.63,17.42,5,15,15,25,60
452450,01429220,피아이이,2025,2025-12-31,2026-06-18,4580.0,165000000000.0,150238598437.0,93894715015.0,56343883422.0,24611623366.0,21217301485.0,65088392269.0,6.7,2.93,43.68,166.65,20,5,25,10,60
465480,01284876,인스피언,2025,2025-12-31,2026-06-18,4200.0,42600000000.0,60973335874.0,4952783655.0,56020552219.0,2675778404.0,2549541617.0,20022055489.0,15.92,0.76,4.78,8.84,10,20,5,25,60
475400,01588189,씨메스,2025,2025-12-31,2026-06-18,23300.0,273900000000.0,68932584827.0,9958352585.0,58974232242.0,16776322672.0,18411160019.0,13056154094.0,16.33,4.64,28.45,16.89,10,0,25,25,60
475580,01641600,에이럭스,2025,2025-12-31,2026-06-18,8710.0,118700000000.0,93316471475.0,47831216040.0,45485255435.0,9423578292.0,10473618909.0,63015993000.0,12.6,2.61,20.72,105.16,15,5,25,15,60
490470,01627363,세미파이브,2025,2025-12-31,2026-06-18,25850.0,879600000000.0,309283897877.0,88766478846.0,220517419031.0,56220209448.0,53394038561.0,120952056617.0,15.65,3.99,25.49,40.25,10,0,25,25,60
000020,00119195,동화약품,2025,2025-12-31,2026-06-18,5230.0,146100000000.0,642168098413.0,240728435023.0,401439663390.0,3842369985.0,256752681.0,496394309778.0,38.02,0.36,0.96,59.97,0,25,5,25,55
000390,00129387,삼화페인트공업,2025,2025-12-31,2026-06-18,6600.0,179500000000.0,620525370677.0,280080911091.0,340444459586.0,7779643622.0,9549499585.0,617067546154.0,23.07,0.53,2.29,82.27,5,20,5,25,55
000490,00109286,대동,2025,2025-12-31,2026-06-18,7970.0,229800000000.0,2275000906820.0,1628494698079.0,646506208741.0,29871783649.0,31224606429.0,1484722098136.0,7.69,0.36,4.62,251.89,20,25,5,5,55
0004V0,00924931,엔비알모션,2025,2025-12-31,2026-06-18,10350.0,107700000000.0,86307585555.0,51914124032.0,34393461523.0,12248659118.0,3928308472.0,63094455574.0,8.79,3.13,35.61,150.94,20,0,25,10,55
000860,00100939,강남제비스코,2025,2025-12-31,2026-06-18,13210.0,171700000000.0,974015674336.0,265247732135.0,708767942201.0,926008538.0,8294746283.0,598552862276.0,185.42,0.24,0.13,37.42,0,25,5,25,55
000880,00160588,한화,2025,2025-12-31,2026-06-18,123300.0,8693600000000.0,289329420000000.0,240894093000000.0,48435327000000.0,1991600000000.0,4146883000000.0,74785440000000.0,4.37,0.18,4.11,497.35,25,25,5,0,55
000990,00160843,DB하이텍,2025,2025-12-31,2026-06-18,151300.0,6582200000000.0,2992581747645.0,748586290599.0,2243995457046.0,252582440798.0,,,26.06,2.93,11.26,33.36,5,5,20,25,55
001070,00112970,대한방직,2025,2025-12-31,2026-06-18,5860.0,31100000000.0,235543713677.0,79736878059.0,155806835618.0,610608139.0,696690065.0,158285867181.0,50.93,0.2,0.39,51.18,0,25,5,25,55
002240,00103006,고려제강,2025,2025-12-31,2026-06-18,19500.0,526500000000.0,2660051901199.0,698402110438.0,1961649790761.0,4602609973.0,40722957585.0,1809183329321.0,114.39,0.27,0.23,35.6,0,25,5,25,55
003230,00126955,삼양식품,2025,2025-12-31,2026-06-18,1123000.0,8459600000000.0,2196495586892.0,924955585739.0,1271540001153.0,388673674725.0,524188406060.0,2351785163786.0,21.77,6.65,30.57,72.74,5,0,25,25,55
003570,00134477,SNT다이내믹스,2025,2025-12-31,2026-06-18,43300.0,1439800000000.0,1228607911035.0,361814934487.0,866792976548.0,61574936460.0,85457001419.0,712021619474.0,23.38,1.66,7.1,41.74,5,10,15,25,55
003920,00107598,남양유업,2025,2025-12-31,2026-06-18,43250.0,259500000000.0,1095486409669.0,146417897253.0,949068512416.0,7107959269.0,5173833371.0,914148968157.0,36.51,0.27,0.75,15.43,0,25,5,25,55
004020,00145880,현대제철,2025,2025-12-31,2026-06-18,33750.0,4503800000000.0,34442304939493.0,14602128875438.0,19840176064055.0,1389012026.0,219235156230.0,22733237259727.0,3242.45,0.23,0.01,73.6,0,25,5,25,55
004060,00133511,SG세계물산,2025,2025-12-31,2026-06-18,2885.0,58400000000.0,294194494549.0,33112627385.0,261081867164.0,884197715.0,1516226748.0,132347880383.0,66.05,0.22,0.34,12.68,0,25,5,25,55
004430,00134963,송원산업,2025,2025-12-31,2026-06-18,10240.0,245800000000.0,1147312000000.0,387202000000.0,760110000000.0,2337000000.0,21845000000.0,1039162000000.0,105.18,0.32,0.31,50.94,0,25,5,25,55
005090,00125150,SGC에너지,2025,2025-12-31,2026-06-18,54300.0,782400000000.0,3334276750783.0,2575039664888.0,759237085895.0,94809582864.0,95820325177.0,2460687771156.0,8.25,1.03,12.49,339.16,20,15,20,0,55
005110,00163716,한창,2025,2025-12-31,2026-06-18,1254.0,26500000000.0,56548380942.0,46415166576.0,10133214366.0,62327037865.0,7776013960.0,8044626288.0,0.43,2.62,615.08,458.05,25,5,25,0,55
005490,00155319,POSCO홀딩스,2025,2025-12-31,2026-06-18,370500.0,29359000000000.0,105192437963565.0,42814746926182.0,62377691037383.0,504403472266.0,1827063210829.0,69094886192787.0,58.21,0.47,0.81,68.64,0,25,5,25,55
005950,00145552,이수화학,2025,2025-12-31,2026-06-18,12960.0,340800000000.0,897707782000.0,676055728000.0,221652054000.0,40522797000.0,,,8.41,1.54,18.28,305.01,20,10,25,0,55
007570,00146454,일양약품,2025,2025-12-31,2026-06-18,8330.0,159000000000.0,457330667955.0,215922084514.0,241408583441.0,7132764228.0,,,22.29,0.66,2.95,89.44,5,20,5,25,55
008060,00109189,대덕,2025,2025-12-31,2026-06-18,21150.0,661700000000.0,1838110447073.0,388480733168.0,1449629713905.0,6226179828.0,11312935746.0,1384989854344.0,106.28,0.46,0.43,26.8,0,25,5,25,55
009320,00111689,아진전자부품,2025,2025-12-31,2026-06-18,948.0,46700000000.0,109515360357.0,76196153725.0,33319206632.0,4351131807.0,6297563802.0,151831619994.0,10.73,1.4,13.06,228.69,15,15,20,5,55
011150,00129013,CJ씨푸드,2025,2025-12-31,2026-06-18,2085.0,74900000000.0,169330716894.0,80914660959.0,88416055935.0,2827173450.0,909622524.0,192117633850.0,26.49,0.85,3.2,91.52,5,20,5,25,55
011230,00129280,삼화전자공업,2025,2025-12-31,2026-06-18,3740.0,71700000000.0,75421002916.0,50844117820.0,24576885096.0,8729791019.0,7775962013.0,29632415122.0,8.21,2.92,35.52,206.88,20,5,25,5,55
011280,00153524,태림포장,2025,2025-12-31,2026-06-18,2050.0,145200000000.0,685971528000.0,362572581000.0,323398947000.0,9187452000.0,4981829000.0,753896340000.0,15.8,0.45,2.84,112.11,10,25,5,15,55
011810,00138297,STX,2025,2025-12-31,2026-06-18,3530.0,109500000000.0,461095000000.0,510537000000.0,49442000000.0,166411000000.0,61945000000.0,641312000000.0,0.66,2.21,336.58,1032.6,25,5,25,0,55
012860,00137234,모베이스전자,2025,2025-12-31,2026-06-18,3080.0,225600000000.0,774874072694.0,523763089718.0,251110982976.0,20793712795.0,36789097140.0,1044088716546.0,10.85,0.9,8.28,208.58,15,20,15,5,55
014620,00132318,성광벤드,2025,2025-12-31,2026-06-18,32800.0,871100000000.0,590271819146.0,40770818528.0,549501000618.0,34432123396.0,41955658561.0,245669879092.0,25.3,1.59,6.27,7.42,5,10,15,25,55
014680,00140955,한솔케미칼,2025,2025-12-31,2026-06-18,298000.0,3281800000000.0,1600348080121.0,423081692446.0,1177266387675.0,148134823618.0,156233146521.0,883968714104.0,22.15,2.79,12.58,35.94,5,5,20,25,55
014790,00161116,HL D&I,2025,2025-12-31,2026-06-18,2785.0,105400000000.0,1943235554710.0,1370957473653.0,572278081057.0,15192862270.0,79792369882.0,1741923655122.0,6.94,0.18,2.65,239.56,20,25,5,5,55
016450,00161976,한세예스24홀딩스,2025,2025-12-31,2026-06-18,4450.0,178000000000.0,3034736690123.0,2093657727714.0,941078962409.0,23184360138.0,65466584992.0,3409830339365.0,7.68,0.19,2.46,222.47,20,25,5,5,55
017250,00145914,인터엠,2025,2025-09-30,2026-06-18,1045.0,22000000000.0,89210589811.0,46994085250.0,42216504561.0,2049183472.0,3988168563.0,60053752284.0,10.74,0.52,4.85,111.32,15,20,5,15,55
017800,00164724,현대엘리베이터,2025,2025-12-31,2026-06-18,81200.0,3174300000000.0,3723057252310.0,2278742310757.0,1444314941553.0,269282572016.0,209221822358.0,2467378018763.0,11.79,2.2,18.64,157.77,15,5,25,10,55
018250,00139454,애경산업,2025,2025-12-31,2026-06-18,12050.0,318200000000.0,497808806295.0,98740163427.0,399068642868.0,15126502988.0,21145734565.0,654527659913.0,21.04,0.8,3.79,24.74,5,20,5,25,55
018260,00126186,삼성에스디에스,2025,2025-12-31,2026-06-18,224500.0,17371300000000.0,13453704199195.0,3190804215776.0,10262899983419.0,782669219514.0,957102744609.0,13929868497711.0,22.19,1.69,7.63,31.09,5,10,15,25,55
020560,00138792,아시아나항공,2025,2025-12-31,2026-06-18,7670.0,1579900000000.0,12187613804660.0,11358633907347.0,828979897313.0,292500549971.0,345190261173.0,7266849939986.0,5.4,1.91,35.28,1370.19,20,10,25,0,55
025550,00158015,한국선재,2025,2025-12-31,2026-06-18,2665.0,68000000000.0,335340383966.0,185850990415.0,149489393551.0,3691230046.0,8174673980.0,219400375461.0,18.42,0.45,2.47,124.32,10,25,5,15,55
025560,00197759,미래산업,2025,2025-12-31,2026-06-18,45600.0,232100000000.0,152351412994.0,29747829222.0,122603583772.0,10112143837.0,9142654995.0,50777866585.0,22.95,1.89,8.25,24.26,5,10,15,25,55
026910,00104120,광진실업,2025,2025-12-31,2026-06-18,4495.0,33400000000.0,92888939172.0,72832279537.0,20056659635.0,4862703566.0,4251787340.0,56888193408.0,6.87,1.67,24.24,363.13,20,10,25,0,55
028300,00199252,HLB,2025,2025-12-31,2026-06-18,51900.0,6913000000000.0,930177639023.0,435763869963.0,494413769060.0,235415156253.0,104217336541.0,84172574224.0,29.37,13.98,47.62,88.14,5,0,25,25,55
031510,00175173,오스템,2025,2025-12-31,2026-06-18,1073.0,30000000000.0,131602601080.0,65311013130.0,66291587950.0,802723032.0,4148090517.0,128548602017.0,37.37,0.45,1.21,98.52,0,25,5,25,55
