symbol,corpCode,name,year,fiscal_date,price_date,price,market_cap,total_assets,total_liabilities,total_equity,net_income,operating_income,revenue,per,pbr,roe,debt_ratio,per_score,pbr_score,roe_score,debt_score,valuation_score
006620,00114686,동구바이오제약,2025,2025-12-31,2026-06-18,4110.0,117000000000.0,336349564434.0,184190417288.0,152159147146.0,50172312639.0,9247532027.0,242687805574.0,2.33,0.77,32.97,121.05,25,20,25,15,85
006890,00109161,태경케미컬,2025,2025-12-31,2026-06-18,6330.0,73400000000.0,224431427050.0,51873311442.0,172558115608.0,8746862173.0,2063376471.0,61347896962.0,8.39,0.43,5.07,30.06,20,25,15,25,85
007160,00124799,사조산업,2025,2025-12-31,2026-06-18,43100.0,215500000000.0,1253228674215.0,617053790243.0,636174883972.0,42808436080.0,33151862048.0,706210125216.0,5.03,0.34,6.73,96.99,20,25,15,25,85
007540,00130091,샘표,2025,2025-12-31,2026-06-18,42400.0,121900000000.0,490051390718.0,129316826382.0,360734564336.0,18805730606.0,24142975241.0,408963972960.0,6.48,0.34,5.21,35.85,20,25,15,25,85
007590,00115384,동방아그로,2025,2025-12-31,2026-06-18,5850.0,79700000000.0,250502899297.0,76316838378.0,174186060919.0,9766874174.0,12652186968.0,178997455771.0,8.16,0.46,5.61,43.81,20,25,15,25,85
009180,00140946,한솔로지스틱스,2025,2025-12-31,2026-06-18,2835.0,79800000000.0,261761294406.0,117952636376.0,143808658030.0,15842173912.0,20692745041.0,674562421919.0,5.04,0.55,11.02,82.02,20,20,20,25,85
009300,00126788,삼아제약,2025,2025-12-31,2026-06-18,13800.0,87900000000.0,247044687258.0,18933915792.0,228110771466.0,12939815232.0,10978941145.0,77799035965.0,6.79,0.39,5.67,8.3,20,25,15,25,85
009680,00151128,모토닉,2025,2025-12-31,2026-06-18,10030.0,218000000000.0,530548802467.0,47725845830.0,482822956637.0,27000481551.0,,,8.07,0.45,5.59,9.88,20,25,15,25,85
010240,00167031,흥국,2025,2025-12-31,2026-06-18,5420.0,63400000000.0,135628627147.0,17357042871.0,118271584276.0,12200254265.0,14897684207.0,137023822812.0,5.2,0.54,10.32,14.68,20,20,20,25,85
010470,00141671,오리콤,2025,2025-12-31,2026-06-18,4960.0,59400000000.0,243586233311.0,113401505293.0,130184728018.0,7759059933.0,,,7.66,0.46,5.96,87.11,20,25,15,25,85
011560,00133876,세보엠이씨,2025,2025-12-31,2026-06-18,22250.0,224400000000.0,456891192018.0,185644577681.0,271246614337.0,35560402015.0,40367964669.0,715793070282.0,6.31,0.83,13.11,68.44,20,20,20,25,85
013030,00165060,하이록코리아,2025,2025-12-31,2026-06-18,35050.0,412500000000.0,498092199742.0,38944240630.0,459147959112.0,50772133463.0,,,8.12,0.9,11.06,8.48,20,20,20,25,85
013520,00166272,화승코퍼레이션,2025,2025-12-31,2026-06-18,2620.0,131100000000.0,1232594230096.0,813861087586.0,418733142510.0,103147000577.0,83064262116.0,1639776710595.0,1.27,0.31,24.63,194.36,25,25,25,10,85
014440,00140779,영보화학,2025,2025-12-31,2026-06-18,4540.0,90800000000.0,210737258099.0,19444996324.0,191292261775.0,16829860497.0,19288709898.0,120111147525.0,5.4,0.47,8.8,10.17,20,25,15,25,85
014830,00159786,유니드,2025,2025-12-31,2026-06-18,68700.0,464900000000.0,1523789829869.0,441902160687.0,1081887669182.0,65259133113.0,87908807724.0,1338757918765.0,7.12,0.43,6.03,40.85,20,25,15,25,85
016100,00180263,리더스코스메틱,2025,2025-12-31,2026-06-18,1390.0,26600000000.0,69627860016.0,40969934100.0,28657925916.0,8290625842.0,7089531070.0,68313820168.0,3.21,0.93,28.93,142.96,25,20,25,15,85
017890,00158565,한국알콜,2025,2025-12-31,2026-06-18,12410.0,264000000000.0,703581690943.0,108828778711.0,594752912232.0,37823972121.0,31816924771.0,423883457380.0,6.98,0.44,6.36,18.3,20,25,15,25,85
019680,00108913,대교,2025,2025-12-31,2026-06-18,1060.0,89800000000.0,587072064742.0,305113071335.0,281958993407.0,37197347787.0,,,2.41,0.32,13.19,108.21,25,25,20,15,85
023440,00148531,제이스코홀딩스,2025,2025-12-31,2026-06-18,521.0,47000000000.0,116047235755.0,61208928935.0,54838306820.0,32026327159.0,8478166770.0,41057598387.0,1.47,0.86,58.4,111.62,25,20,25,15,85
023900,00155452,풍국주정,2025,2025-12-31,2026-06-18,7620.0,96000000000.0,223744587290.0,25579729287.0,198164858003.0,13406545078.0,16753616569.0,163520042927.0,7.16,0.48,6.77,12.91,20,25,15,25,85
024940,00133557,PN풍년,2025,2025-12-31,2026-06-18,2315.0,23200000000.0,61015735137.0,9144773311.0,51870961826.0,2876155212.0,1566647885.0,56039514810.0,8.07,0.45,5.54,17.63,20,25,15,25,85
025770,00159342,한국정보통신,2025,2025-12-31,2026-06-18,7670.0,287200000000.0,512488259000.0,176675209000.0,335813050000.0,36572105000.0,45228362000.0,836329617000.0,7.85,0.86,10.89,52.61,20,20,20,25,85
026150,00186939,특수건설,2025,2025-12-31,2026-06-18,4605.0,80800000000.0,195070766176.0,107120955829.0,87949810347.0,18207454391.0,31645095019.0,149021253222.0,4.44,0.92,20.7,121.8,25,20,25,15,85
028670,00122737,팬오션,2025,2025-12-31,2026-06-18,5220.0,2790500000000.0,10853668000000.0,5130186000000.0,5723482000000.0,301407000000.0,491948000000.0,5432888000000.0,9.26,0.49,5.27,89.63,20,25,15,25,85
029460,00209780,케이씨,2025,2025-12-31,2026-06-18,33450.0,368600000000.0,1153050483329.0,184334994155.0,968715489174.0,50439874020.0,46462702378.0,797344487484.0,7.31,0.38,5.21,19.03,20,25,15,25,85
030720,00118044,동원수산,2025,2025-12-31,2026-06-18,5970.0,27800000000.0,134836196404.0,78453905820.0,56382290584.0,7745692706.0,8826336971.0,172592224421.0,3.59,0.49,13.74,139.15,25,25,20,15,85
031860,00180865,디에이치엑스컴퍼니,2025,2025-12-31,2026-06-18,693.0,18700000000.0,40724378379.0,20467402723.0,20256975656.0,34351985791.0,7832925189.0,14511575130.0,0.54,0.92,169.58,101.04,25,20,25,15,85
032960,00199076,동일기연,2025,2025-12-31,2026-06-18,11530.0,40600000000.0,68619261553.0,4268053582.0,64351207971.0,6539782517.0,61855477.0,21551039836.0,6.21,0.63,10.16,6.63,20,20,20,25,85
033050,00222435,제이엠아이,2025,2025-12-31,2026-06-18,908.0,28900000000.0,104934467440.0,46307579320.0,58626888120.0,3430035906.0,4069008999.0,89803265878.0,8.43,0.49,5.85,78.99,20,25,15,25,85
033170,00158219,시그네틱스,2025,2025-12-31,2026-06-18,559.0,47900000000.0,107129773768.0,54919582967.0,52210190801.0,18307910647.0,23831622389.0,103046699790.0,2.62,0.92,35.07,105.19,25,20,25,15,85
033540,00105138,파라텍,2025,2025-12-31,2026-06-18,906.0,47300000000.0,179453984833.0,99288120142.0,80165864691.0,21966727115.0,13742254235.0,173929893426.0,2.15,0.59,27.4,123.85,25,20,25,15,85
035150,00122551,백산,2025,2025-12-31,2026-06-18,10380.0,207900000000.0,446657454582.0,186042101552.0,260615353030.0,33192565571.0,53601098786.0,504921990788.0,6.26,0.8,12.74,71.39,20,20,20,25,85
035510,00219486,신세계I&C,2025,2025-12-31,2026-06-18,15140.0,211700000000.0,576387357994.0,143174091052.0,433213266942.0,28339493283.0,49113030897.0,687200163879.0,7.47,0.49,6.54,33.05,20,25,15,25,85
036640,00230911,HRS,2025,2025-12-31,2026-06-18,4840.0,79200000000.0,142539922526.0,12890502969.0,129649419557.0,13525622447.0,13417972161.0,78910003465.0,5.86,0.61,10.43,9.94,20,20,20,25,85
037030,00231354,파워넷,2025,2025-12-31,2026-06-18,5540.0,141300000000.0,583813968667.0,249310585867.0,334503382800.0,21335464443.0,24607601581.0,447036915403.0,6.62,0.42,6.38,74.53,20,25,15,25,85
038010,00148595,제일테크노스,2025,2025-12-31,2026-06-18,6120.0,55100000000.0,179514853143.0,36978482744.0,142536370399.0,10221141565.0,7141802513.0,133579370211.0,5.39,0.39,7.17,25.94,20,25,15,25,85
038060,00406329,루멘스,2025,2025-12-31,2026-06-18,906.0,43600000000.0,156110248230.0,50173363972.0,105936884258.0,6651372956.0,5026078971.0,175538081725.0,6.56,0.41,6.28,47.36,20,25,15,25,85
039290,00243757,인포뱅크,2025,2025-12-31,2026-06-18,3675.0,32000000000.0,96790824858.0,29309366998.0,67481457860.0,4692305630.0,4204611365.0,135095512373.0,6.82,0.47,6.95,43.43,20,25,15,25,85
039420,00246620,케이엘넷,2025,2025-12-31,2026-06-18,2650.0,60800000000.0,76367028807.0,9129024739.0,67238004068.0,10056284512.0,10482717697.0,47574645489.0,6.05,0.9,14.96,13.58,20,20,20,25,85
041510,00260930,에스엠,2025,2025-12-31,2026-06-18,81100.0,1856800000000.0,2007711293863.0,648965438984.0,1358745854879.0,359364113602.0,183033876467.0,1174934814159.0,5.17,1.37,26.45,47.76,20,15,25,25,85
043370,00155151,피에이치에이,2025,2025-12-31,2026-06-18,12570.0,264000000000.0,1138284616470.0,293338443948.0,844946172522.0,46274514432.0,,,5.71,0.31,5.48,34.72,20,25,15,25,85
043910,00418379,자연과환경,2025,2025-12-31,2026-06-18,3260.0,37000000000.0,132196462829.0,44499268759.0,87697194070.0,6960160561.0,3976303162.0,37308755838.0,5.32,0.42,7.94,50.74,20,25,15,25,85
044780,00235183,에이치케이,2025,2025-12-31,2026-06-18,1287.0,23800000000.0,82666278719.0,19544048606.0,63122230113.0,4572314524.0,387452903.0,54189734390.0,5.21,0.38,7.24,30.96,20,25,15,25,85
045300,00350482,성우테크론,2025,2025-12-31,2026-06-18,2870.0,30300000000.0,100443141859.0,25049725830.0,75393416029.0,4751848876.0,1952258057.0,40916515347.0,6.38,0.4,6.3,33.23,20,25,15,25,85
046440,00405278,KG모빌리언스,2025,2025-12-31,2026-06-18,4125.0,156800000000.0,556232136545.0,196619291938.0,359612844607.0,22619031186.0,33125178713.0,233770778965.0,6.93,0.44,6.29,54.68,20,25,15,25,85
048430,00201742,유라테크,2025,2025-12-31,2026-06-18,6240.0,71900000000.0,184843776385.0,31184481992.0,153659294393.0,11035969535.0,1814073099.0,197253919651.0,6.52,0.47,7.18,20.29,20,25,15,25,85
049120,00350020,파인디앤씨,2025,2025-12-31,2026-06-18,2560.0,27100000000.0,108448464322.0,56421519829.0,52026944493.0,22166511093.0,4081726342.0,65794225834.0,1.22,0.52,42.61,108.45,25,20,25,15,85
049520,00256380,유아이엘,2025,2025-12-31,2026-06-18,3740.0,115400000000.0,289601143202.0,86633721068.0,202967422134.0,22493717133.0,26354275450.0,412263992426.0,5.13,0.57,11.08,42.68,20,20,20,25,85
051160,00389110,지어소프트,2025,2025-12-31,2026-06-18,7250.0,112200000000.0,316314427269.0,90785417095.0,225529010174.0,19209164656.0,25128780502.0,587129986929.0,5.84,0.5,8.52,40.25,20,25,15,25,85
051360,00390365,토비스,2025,2025-12-31,2026-06-18,17050.0,254300000000.0,558080071777.0,252821562942.0,305258508835.0,44730791654.0,57190661866.0,640328783001.0,5.69,0.83,14.65,82.82,20,20,20,25,85
051370,00369170,인터플렉스,2025,2025-12-31,2026-06-18,9370.0,218600000000.0,401766268236.0,83858680632.0,317907587604.0,32829635878.0,28645809984.0,467963733214.0,6.66,0.69,10.33,26.38,20,20,20,25,85
053300,00306454,한국정보인증,2025,2025-12-31,2026-06-18,5110.0,207400000000.0,422439785358.0,172496096664.0,249943688694.0,28098821920.0,27060645605.0,138465829337.0,7.38,0.83,11.24,69.01,20,20,20,25,85
058630,00397058,엠게임,2025,2025-12-31,2026-06-18,4340.0,83300000000.0,157244091441.0,20350240424.0,136893851017.0,15998837791.0,17554792432.0,91740255110.0,5.21,0.61,11.69,14.87,20,20,20,25,85
058850,00372882,KTcs,2025,2025-12-31,2026-06-18,2390.0,99000000000.0,471143023265.0,245847689990.0,225295333275.0,25235203215.0,29806186634.0,1042716672450.0,3.92,0.44,11.2,109.12,25,25,20,15,85
060310,00378363,3S,2025,2025-03-31,2026-06-18,1298.0,68900000000.0,74789041969.0,25264350857.0,49524691112.0,10007067780.0,5831286169.0,29022184967.0,6.89,1.39,20.21,51.01,20,15,25,25,85
060560,00288495,HC홈센타,2025,2025-12-31,2026-06-18,2040.0,51800000000.0,496363938917.0,289168385077.0,207195553840.0,23844012309.0,18513534433.0,298824352914.0,2.17,0.25,11.51,139.56,25,25,20,15,85
060850,00532129,영림원소프트랩,2025,2025-12-31,2026-06-18,5510.0,44800000000.0,89866929040.0,35978941726.0,53887987314.0,6376701835.0,4219231934.0,79883113261.0,7.03,0.83,11.83,66.77,20,20,20,25,85
063080,00535746,컴투스홀딩스,2025,2025-12-31,2026-06-18,14260.0,94000000000.0,518942512471.0,266431014300.0,252511498171.0,37255821150.0,6823638022.0,99211679155.0,2.52,0.37,14.75,105.51,25,25,20,15,85
067160,00399694,SOOP,2025,2025-12-31,2026-06-18,48150.0,553500000000.0,884795265717.0,381621684798.0,503173580919.0,103744269375.0,124840445238.0,466570266082.0,5.34,1.1,20.62,75.84,20,15,25,25,85
067280,00425351,멀티캠퍼스,2025,2025-12-31,2026-06-18,24800.0,147000000000.0,322041329518.0,86699229810.0,235342099708.0,26384397732.0,,,5.57,0.62,11.21,36.84,20,20,20,25,85
069460,00428729,대호에이엘,2025,2025-12-31,2026-06-18,2660.0,46300000000.0,169573525667.0,85168413963.0,84405111704.0,32498702771.0,3471899198.0,215642472961.0,1.42,0.55,38.5,100.9,25,20,25,15,85
071200,00435969,인피니트헬스케어,2025,2025-12-31,2026-06-18,7340.0,179100000000.0,248792449021.0,54100786785.0,194691662236.0,26753022576.0,14216873921.0,102391971526.0,6.69,0.92,13.74,27.79,20,20,20,25,85
071950,00210856,코아스,2025,2025-12-31,2026-06-18,1883.0,23500000000.0,81414004367.0,46696221103.0,34717783264.0,31443234564.0,5680240797.0,62229199785.0,0.75,0.68,90.57,134.5,25,20,25,15,85
072870,00422284,메가스터디,2025,2025-12-31,2026-06-18,13140.0,156600000000.0,547173192730.0,173995637596.0,373177555134.0,29483242953.0,20542668813.0,127284905272.0,5.31,0.42,7.9,46.63,20,25,15,25,85
073110,00494218,엘엠에스,2025,2025-12-31,2026-06-18,6290.0,56000000000.0,150301289639.0,77459151590.0,72842138049.0,12129886806.0,9620928001.0,69574137851.0,4.62,0.77,16.65,106.34,25,20,25,15,85
073240,00481454,금호타이어,2025,2025-12-31,2026-06-18,4870.0,1399000000000.0,5539548526344.0,3300841208893.0,2238707317451.0,376772981397.0,575859298284.0,4701282075494.0,3.71,0.62,16.83,147.44,25,20,25,15,85
078160,00453929,메디포스트,2025,2025-12-31,2026-06-18,10240.0,401500000000.0,431550932707.0,181644178825.0,249906753882.0,85991476572.0,67983786233.0,73656891468.0,4.67,1.61,34.41,72.68,25,10,25,25,85
078930,00500254,GS,2025,2025-12-31,2026-06-18,72100.0,6697800000000.0,35707911000000.0,16513794000000.0,19194117000000.0,1038137000000.0,,,6.45,0.35,5.41,86.04,20,25,15,25,85
080470,00486370,성창오토텍,2025,2025-12-31,2026-06-18,3155.0,23000000000.0,204691591318.0,133312424294.0,71379167024.0,10994900237.0,11607786887.0,243521604086.0,2.09,0.32,15.4,186.77,25,25,25,10,85
080530,00308559,코디,2025,2025-12-31,2026-06-18,2420.0,26900000000.0,82964640930.0,24300346471.0,58664294459.0,5249623869.0,3754127914.0,76531199312.0,5.12,0.46,8.95,41.42,20,25,15,25,85
083790,00407814,CG인바이츠,2025,2025-12-31,2026-06-18,1027.0,79000000000.0,224109074621.0,105433901901.0,118675172720.0,12512263343.0,23757345761.0,27391445369.0,6.31,0.67,10.54,88.84,20,20,20,25,85
083930,00442145,아바코,2025,2025-12-31,2026-06-18,13210.0,193900000000.0,323523807327.0,101676725902.0,221847081425.0,28650217594.0,34618160545.0,392896306694.0,6.77,0.87,12.91,45.83,20,20,20,25,85
090150,00365624,아이윈,2025,2025-12-31,2026-06-18,591.0,24700000000.0,132122705447.0,81802641433.0,50320064014.0,8954915856.0,6875269241.0,115909884130.0,2.76,0.49,17.8,162.56,25,25,25,10,85
091120,00541163,이엠텍,2025,2025-12-31,2026-06-18,4350.0,74500000000.0,340533598242.0,143824302970.0,196709295272.0,11926036117.0,19906021812.0,205089718714.0,6.25,0.38,6.06,73.12,20,25,15,25,85
092040,00545734,아미코젠,2025,2025-12-31,2026-06-18,1322.0,93400000000.0,231862994591.0,136003539429.0,95859455162.0,30365909971.0,17138823540.0,41981406105.0,3.08,0.97,31.68,141.88,25,20,25,15,85
092600,00537337,앤씨앤,2025,2025-12-31,2026-06-18,2935.0,14700000000.0,60587282737.0,21523219516.0,39064063221.0,2840958181.0,17487383466.0,102558831015.0,5.17,0.38,7.27,55.1,20,25,15,25,85
093050,00593032,LF,2025,2025-12-31,2026-06-18,23100.0,675400000000.0,3026661178694.0,1179867229264.0,1846793949430.0,117526580469.0,168111068247.0,1882430252411.0,5.75,0.37,6.36,63.89,20,25,15,25,85
093640,00536888,케이알엠,2025,2025-12-31,2026-06-18,3145.0,102800000000.0,105473178974.0,35040921904.0,70432257070.0,14060062977.0,10212826720.0,9034332926.0,7.31,1.46,19.96,49.75,20,15,25,25,85
094840,00599957,슈프리마에이치큐,2025,2025-12-31,2026-06-18,11050.0,108400000000.0,250231969152.0,8467424429.0,241764544723.0,13386976675.0,3859090083.0,21223018606.0,8.1,0.45,5.54,3.5,20,25,15,25,85
097520,00564562,엠씨넥스,2025,2025-12-31,2026-06-18,21850.0,380200000000.0,556394117660.0,170874943093.0,385519174567.0,51554637396.0,52015262942.0,1279236953303.0,7.37,0.99,13.37,44.32,20,20,20,25,85
108230,00531917,톱텍,2025,2025-12-31,2026-06-18,3415.0,129800000000.0,555604371071.0,167760886335.0,387843484736.0,20597283924.0,3144513149.0,171001529881.0,6.3,0.33,5.31,43.25,20,25,15,25,85
109610,00535481,에스와이,2025,2025-12-31,2026-06-18,2245.0,109800000000.0,477069152693.0,230080617055.0,246988535638.0,15865691092.0,6626642816.0,501552720795.0,6.92,0.44,6.42,93.15,20,25,15,25,85
109740,00530121,디에스케이,2025,2025-12-31,2026-06-18,6620.0,170200000000.0,148678782698.0,32898845776.0,115779936922.0,19800098307.0,22721923765.0,43179030300.0,8.6,1.47,17.1,28.41,20,15,25,25,85
111770,00776820,영원무역,2025,2025-12-31,2026-06-18,78800.0,3491700000000.0,5716939046441.0,1611461917606.0,4105477128835.0,426250682029.0,,,8.19,0.85,10.38,39.25,20,20,20,25,85
122990,00759294,와이솔,2025,2025-12-31,2026-06-18,7940.0,211500000000.0,346238781672.0,51532636861.0,294706144811.0,42131712633.0,36278731959.0,321239179749.0,5.02,0.72,14.3,17.49,20,20,20,25,85
129890,01207716,앱코,2025,2025-12-31,2026-06-18,942.0,42900000000.0,103765097070.0,41649306993.0,62115790077.0,6409461559.0,3176674216.0,83427579554.0,6.69,0.69,10.32,67.05,20,20,20,25,85
130580,00606293,나이스디앤비,2025,2025-12-31,2026-06-18,5540.0,85300000000.0,138382561129.0,22797581467.0,115584979662.0,12922453870.0,15432002768.0,91363378272.0,6.6,0.74,11.18,19.72,20,20,20,25,85
131220,00608316,대한과학,2025,2025-12-31,2026-06-18,3795.0,28300000000.0,72225298002.0,15442048516.0,56783249486.0,4779172574.0,5530676716.0,81117767870.0,5.92,0.5,8.42,27.19,20,25,15,25,85
136410,00922304,아셈스,2025,2025-12-31,2026-06-18,5720.0,63000000000.0,114921434215.0,40985904186.0,73935530029.0,8981921131.0,12001220205.0,60272993631.0,7.01,0.85,12.15,55.43,20,20,20,25,85
139670,00535375,키네마스터,2025,2025-12-31,2026-06-18,1592.0,22500000000.0,27590181358.0,2218080511.0,25372100847.0,3414711614.0,925499754.0,12259444646.0,6.59,0.89,13.46,8.74,20,20,20,25,85
143160,00883980,아이디스,2025,2025-12-31,2026-06-18,14860.0,159200000000.0,464962173336.0,115014417784.0,349947755552.0,23299533331.0,21242195723.0,327595925715.0,6.83,0.45,6.66,32.87,20,25,15,25,85
145210,00453488,다이나믹디자인,2025,2025-12-31,2026-06-18,224.0,9500000000.0,117455797571.0,73322858006.0,44132939565.0,8878696598.0,570058827.0,80189664538.0,1.07,0.22,20.12,166.14,25,25,25,10,85
148930,00885906,에이치와이티씨,2025,2025-12-31,2026-06-18,3160.0,32200000000.0,75519376109.0,10777954935.0,64741421174.0,3446508255.0,3167778087.0,30085095751.0,9.34,0.5,5.32,16.65,20,25,15,25,85
170030,00164502,현대공업,2025,2025-12-31,2026-06-18,5200.0,79800000000.0,259352541331.0,97395984038.0,161956557293.0,11845401245.0,12311914178.0,367911083613.0,6.74,0.49,7.31,60.14,20,25,15,25,85
178780,00923826,일월지엠엘,2025,2025-12-31,2026-06-18,2250.0,41900000000.0,48287463621.0,6367313668.0,41920149953.0,5285241292.0,2037248444.0,33906273181.0,7.93,1.0,12.61,15.19,20,20,20,25,85
192080,01010110,더블유게임즈,2025,2025-12-31,2026-06-18,66300.0,1403800000000.0,1847861880558.0,195498405164.0,1652363475394.0,179810727076.0,232134020348.0,719897452508.0,7.81,0.85,10.88,11.83,20,20,20,25,85
192400,00132354,쿠쿠홀딩스,2025,2025-12-31,2026-06-18,25650.0,912200000000.0,1592547535050.0,271250122851.0,1321297412199.0,145218616701.0,114008891071.0,920929380976.0,6.28,0.69,10.99,20.53,20,20,20,25,85
192440,00917861,슈피겐코리아,2025,2025-12-31,2026-06-18,30600.0,190200000000.0,574067736090.0,43750827757.0,530316908333.0,29009144198.0,33213220412.0,463698273567.0,6.56,0.36,5.47,8.25,20,25,15,25,85
194700,00811372,노바렉스,2025,2025-12-31,2026-06-18,13660.0,249400000000.0,359554560151.0,104914863163.0,254639696988.0,35962353325.0,43050063787.0,404259788627.0,6.94,0.98,14.12,41.2,20,20,20,25,85
203400,00977377,에이비온,2025,2025-12-31,2026-06-18,1214.0,109400000000.0,80571852989.0,12209680442.0,68362172547.0,29063465701.0,19372142403.0,880135981.0,3.76,1.6,42.51,17.86,25,10,25,25,85
204020,00671978,그리티,2025,2025-12-31,2026-06-18,1901.0,37000000000.0,142254331667.0,58806883528.0,83447448139.0,4689154942.0,7852792954.0,201717579283.0,7.89,0.44,5.62,70.47,20,25,15,25,85
204610,00609661,티쓰리,2025,2025-12-31,2026-06-18,2480.0,137700000000.0,124759686828.0,14267317313.0,110492369515.0,20562096960.0,17013526336.0,69512001616.0,6.7,1.25,18.61,12.91,20,15,25,25,85
208710,01047707,포톤,2025,2025-12-31,2026-06-18,2440.0,32200000000.0,92708867424.0,45133809911.0,47575057513.0,6360335882.0,45904604.0,128735265761.0,5.06,0.68,13.37,94.87,20,20,20,25,85
210540,01059605,디와이파워,2025,2025-12-31,2026-06-18,11870.0,131100000000.0,375864370743.0,63322364060.0,312542006683.0,25143819961.0,30429405841.0,382750873929.0,5.21,0.42,8.04,20.26,20,25,15,25,85
226320,00911955,잇츠한불,2025,2025-12-31,2026-06-18,9850.0,216000000000.0,535717320063.0,29424024453.0,506293295610.0,32603463204.0,19214878133.0,153387097887.0,6.63,0.43,6.44,5.81,20,25,15,25,85
234080,00225706,JW생명과학,2025,2025-12-31,2026-06-18,11440.0,181100000000.0,318205789712.0,97627726990.0,220578062722.0,28605864009.0,33244199432.0,257829408646.0,6.33,0.82,12.97,44.26,20,20,20,25,85
237820,00862853,플레이디,2025,2025-12-31,2026-06-18,3225.0,41400000000.0,145390355507.0,54380995191.0,91009360316.0,5872618681.0,6224756280.0,40227143049.0,7.05,0.45,6.45,59.75,20,25,15,25,85
243070,01159853,휴온스,2025,2025-12-31,2026-06-18,27700.0,331800000000.0,680281789538.0,265420454725.0,414861334813.0,42243845620.0,45599954135.0,620768254716.0,7.85,0.8,10.18,63.98,20,20,20,25,85
248170,01167056,샘표식품,2025,2025-12-31,2026-06-18,22700.0,103700000000.0,380321140921.0,115223293935.0,265097846986.0,19946477839.0,24475787476.0,408926546791.0,5.2,0.39,7.52,43.46,20,25,15,25,85
254120,01174038,자비스,2025,2025-12-31,2026-06-18,925.0,28400000000.0,37974064512.0,13243825983.0,24730238529.0,4116708029.0,3919944239.0,27895397844.0,6.9,1.15,16.65,53.55,20,15,25,25,85
260930,01144028,씨티케이,2025,2025-12-31,2026-06-18,2865.0,55400000000.0,256828624855.0,110480945380.0,146347679475.0,7326955831.0,5666299231.0,89230284535.0,7.56,0.38,5.01,75.49,20,25,15,25,85
264450,01203376,유비쿼스,2025,2025-12-31,2026-06-18,11760.0,172500000000.0,223476287308.0,27639143188.0,195837144120.0,24053039545.0,23104437271.0,116437998535.0,7.17,0.88,12.28,14.11,20,20,20,25,85
264660,00605328,씨앤지하이테크,2025,2025-12-31,2026-06-18,14350.0,139500000000.0,197506673607.0,54349361066.0,143157312541.0,19531732026.0,24742314123.0,196194330780.0,7.14,0.97,13.64,37.96,20,20,20,25,85
267320,01208849,나인테크,2025,2025-12-31,2026-06-18,2605.0,149600000000.0,178483494012.0,76968800491.0,101514693521.0,17422714499.0,8923627485.0,82368729078.0,8.59,1.47,17.16,75.82,20,15,25,25,85
285490,01259232,노바텍,2025,2025-12-31,2026-06-18,14290.0,151100000000.0,173989291355.0,10702706253.0,163286585102.0,17707839132.0,6700053223.0,55589851496.0,8.53,0.93,10.84,6.55,20,20,20,25,85
285800,00816933,진영,2025,2025-12-31,2026-06-18,1047.0,18300000000.0,70158709400.0,31847340789.0,38311368611.0,3195591259.0,2655980713.0,32423321754.0,5.73,0.48,8.34,83.13,20,25,15,25,85
291230,01276901,엔피,2025,2025-12-31,2026-06-18,510.0,22500000000.0,47404932422.0,18538860016.0,28866072406.0,3835962954.0,3047747525.0,,5.87,0.78,13.29,64.22,20,20,20,25,85
297890,00523936,HB솔루션,2025,2025-12-31,2026-06-18,1909.0,139600000000.0,308900006194.0,61581027222.0,247318978972.0,26472222548.0,4396138891.0,62848643582.0,5.27,0.56,10.7,24.9,20,20,20,25,85
309930,01335453,조이웍스앤코,2025,2025-12-31,2026-06-18,1210.0,5900000000.0,54954305162.0,36263384425.0,18690920737.0,20723097978.0,8769178492.0,45980848660.0,0.28,0.32,110.87,194.02,25,25,25,10,85
317450,00179489,명인제약,2025,2025-12-31,2026-06-18,44250.0,646100000000.0,841674647202.0,47296540812.0,794378106390.0,81435216634.0,92498324556.0,287254358952.0,7.93,0.81,10.25,5.95,20,20,20,25,85
318160,01288410,셀바이오휴먼텍,2025,2025-12-31,2026-06-18,5800.0,54200000000.0,88457532275.0,29454528580.0,59003003695.0,8695012384.0,9317112607.0,51066196366.0,6.23,0.92,14.74,49.92,20,20,20,25,85
318410,01153105,비비씨,2025,2025-12-31,2026-06-18,6260.0,34800000000.0,92152436773.0,12138391757.0,80014045016.0,5461632264.0,6192519840.0,51648442504.0,6.37,0.43,6.83,15.17,20,25,15,25,85
332370,01213586,아이디피,2025,2025-12-31,2026-06-18,5030.0,66800000000.0,74404303598.0,5139592967.0,69264710631.0,10315001841.0,10876410311.0,49083311500.0,6.48,0.96,14.89,7.42,20,20,20,25,85
333430,01396676,일승,2025,2025-12-31,2026-06-18,4065.0,124900000000.0,129139810179.0,38267461167.0,90872349012.0,13685746628.0,10863172422.0,50673752132.0,9.13,1.37,15.06,42.11,20,15,25,25,85
337930,01391103,젝시믹스,2025,2025-12-31,2026-06-18,3310.0,98200000000.0,175385386691.0,55795104753.0,119590281938.0,12235117889.0,17348590571.0,274097320763.0,8.03,0.82,10.23,46.66,20,20,20,25,85
352700,00875237,씨앤투스,2025,2025-12-31,2026-06-18,1535.0,40300000000.0,161504559526.0,11414755134.0,150089804392.0,7837911458.0,5751223811.0,67177456978.0,5.14,0.27,5.22,7.61,20,25,15,25,85
