symbol,corpCode,name,year,fiscal_date,currency,sector_group,sector_name,market_type,industry_code,industry_name,total_assets,total_liabilities,total_equity,net_income,operating_income,revenue
021960,,케이비캐피탈,2024,2024-12-31,KRW,finance,금융기타,기타법인,649,기타 금융업,18139945361868.0,15660093713552.0,2479851648316.0,224510342771.0,289499742127.0,
023760,,한국캐피탈,2024,2024-12-31,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,4460298350282.0,3786612886756.0,673685463526.0,81136484227.0,96867260498.0,
026890,,스틱인베스트먼트,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,642,신탁업 및 집합 투자업,264651295308.0,15910398085.0,248740897223.0,9331317902.0,13418332276.0,79465712795.0
027360,,아주IB투자,2024,2024-12-31,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,341713923239.0,80584740272.0,261129182967.0,8318602631.0,8385493188.0,
029780,,삼성카드,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,29494082851904.0,21007901917139.0,8486180934765.0,664593152937.0,885421436897.0,4383209688411.0
032710,,신한카드,2024,2024-12-31,KRW,finance,금융기타,기타법인,649,기타 금융업,44137094000000.0,35860198000000.0,8276896000000.0,575261000000.0,757441000000.0,
033660,,우리금융캐피탈,2024,2024-12-31,KRW,finance,금융기타,기타법인,649,기타 금융업,12770680546413.0,11045686470393.0,1724994076020.0,141418800835.0,186540801994.0,1758972943790.0
034830,,한국토지신탁,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,642,신탁업 및 집합 투자업,1832131544809.0,873901304679.0,958230240130.0,-18860386903.0,33943466106.0,236337804592.0
041190,,우리기술투자,2024,2024-12-31,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,803794115678.0,137589761898.0,666204353780.0,147737745200.0,,192251177787.0
055550,,신한지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,739764256000000.0,680943223000000.0,58821033000000.0,4558170000000.0,6458670000000.0,
071050,,한국금융지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,109220199166181.0,99485650231644.0,9734548934537.0,1045868641939.0,1199724124887.0,21174133586717.0
086790,,하나금융지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,637847513000000.0,594270586000000.0,43576927000000.0,3768529000000.0,4855182000000.0,
100790,,미래에셋벤처투자,2024,2024-12-31,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,1060785984401.0,708864307845.0,351921676556.0,,15704108860.0,233872469347.0
105560,,KB금융,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,757845532000000.0,698030351000000.0,59815181000000.0,5028606000000.0,8045261000000.0,
123890,,한국자산신탁,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,642,신탁업 및 집합 투자업,1725879725519.0,680125388347.0,1045754337172.0,37423940096.0,51764548804.0,226447627661.0
138040,,메리츠금융지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,115578247112858.0,104648211084850.0,10930036028008.0,2333433638351.0,3188889251285.0,46574506350960.0
138930,,BNK금융지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,152470490926534.0,141322916379933.0,11147574546601.0,749976302023.0,875919821432.0,
139130,,DGB금융지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,94148635110781.0,87942881715123.0,6205753395658.0,201560238160.0,263433380414.0,
175330,,JB금융지주,2024,2024-12-31,KRW,finance,금융기타,유가증권시장상장법인,649,기타 금융업,66721914000000.0,60997109000000.0,5724805000000.0,692991000000.0,906079000000.0,
246690,,TS인베스트먼트,2024,2024-12-31,KRW,finance,금융기타,코스닥시장상장법인,642,신탁업 및 집합 투자업,95646416362.0,8435390155.0,87211026207.0,-2421387065.0,-3001864633.0,17597059268.0
289080,,SV인베스트먼트,2024,2024-03-31,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,94644733007.0,20017413393.0,74627319614.0,4285227080.0,6330845125.0,29749069076.0
293580,,나우IB,2024,2024-12-31,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,151106013762.0,50526721943.0,100579291819.0,7930927666.0,9011096930.0,31417158257.0
000020,,동화약품,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,619634925512.0,217959805338.0,401675120174.0,2146096510.0,13411192945.0,464874735245.0
000040,,KR모터스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,319,그 외 기타 운송장비 제조업,85272527872.0,52629712095.0,32642815777.0,-14222283251.0,-4937030424.0,16024969823.0
000050,,경방,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,471,종합 소매업,1214347475924.0,454721013440.0,759626462484.0,23594327570.0,,
000070,,삼양홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,5290507469287.0,2292419017261.0,2998088452026.0,89491916474.0,127538574846.0,3553264096673.0
000080,,하이트진로,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,111,알코올 음료 제조업,3441538598928.0,2292042901576.0,1149495697352.0,95735005249.0,208141871425.0,2599183408023.0
000100,,유한양행,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,2942048836634.0,791378826075.0,2150670010559.0,55163455235.0,54880319609.0,2067791451854.0
000140,,하이트진로홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,4077443964617.0,2923029298430.0,1154414666187.0,90773142637.0,221794886726.0,2585068710459.0
000150,,두산,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,30143063000000.0,18253581000000.0,11889482000000.0,302227000000.0,,
000180,,성창기업지주,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,719893318041.0,141518712667.0,578374605374.0,-3623156326.0,-7293464621.0,143105590875.0
000210,,DL,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,12535315407584.0,7749224680441.0,4786090727143.0,94839002886.0,,
000220,,유유제약,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,207687399005.0,72624048180.0,135063350825.0,10289303485.0,11697341742.0,133147218082.0
000230,,일동홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,854701442970.0,600703310841.0,253998132129.0,55583181698.0,-2411599959.0,657566885958.0
000240,,한국앤컴퍼니,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,5136426181879.0,683552763446.0,4452873418433.0,350713050064.0,418268299588.0,1390995724547.0
000250,,삼천당제약,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,212,의약품 제조업,519772210839.0,170368051944.0,349404158895.0,-5078046827.0,2641971274.0,210923804522.0
000270,,기아,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,92755874000000.0,36915565000000.0,55840309000000.0,9775005000000.0,,
000300,,DH오토넥스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,264,통신 및 방송장비 제조업,66061636175.0,39899647221.0,26161988954.0,113530380434.0,-8564101590.0,32380378302.0
000320,,노루홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,1214838948245.0,442599207599.0,772239740646.0,82067736372.0,,
000390,,삼화페인트공업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,204,기타 화학제품 제조업,619315087530.0,289704209848.0,329610877682.0,15473334744.0,18981518300.0,628348259134.0
000430,,대원강업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,1302349327000.0,621334585000.0,681014742000.0,31896742000.0,,
000440,,중앙에너비스,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,467,기타 전문 도매업,58475728545.0,3915805410.0,54559923135.0,-943603348.0,-1746232659.0,49810930913.0
000480,,시알홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,232,"내화, 비내화 요업제품 제조업",1697695581000.0,835588274000.0,862107307000.0,2470935000.0,,
000490,,대동,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,292,특수 목적용 기계 제조업,2132627316122.0,1531411970874.0,601215345248.0,-45134481978.0,18456574878.0,1415582422216.0
000500,,가온전선,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,283,절연선 및 케이블 제조업,1042884426000.0,589179383000.0,453705043000.0,25355195000.0,45011778000.0,1727103680000.0
000520,,삼일제약,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,395071163939.0,218947290895.0,176123873044.0,-5628801989.0,113040731.0,219699586442.0
000590,,CS홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,412586797943.0,35090175721.0,377496622222.0,37853224906.0,22314081505.0,141950747269.0
000640,,동아쏘시오홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,2030483787016.0,966546316740.0,1063937470276.0,57573399359.0,82094664924.0,1333229636666.0
000660,,SK하이닉스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,261,반도체 제조업,119855209000000.0,45939505000000.0,73915704000000.0,19796902000000.0,23467319000000.0,66192960000000.0
000670,,영풍,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,242,1차 비철금속 제조업,5701707714763.0,1716406429617.0,3985301285146.0,-327809725720.0,-160701935806.0,2787414358375.0
000680,,LS네트웍스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,468,상품 종합 도매업,9601505118160.0,8670672911334.0,930832206826.0,-31890828301.0,25619240717.0,1933813959649.0
000720,,현대건설,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,412,토목 건설업,27005385000000.0,17335972000000.0,9669413000000.0,-766221000000.0,-1263420000000.0,32670268000000.0
000760,,이화산업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,467,기타 전문 도매업,269760591981.0,62687904131.0,207072687850.0,-270822831.0,,
000850,,화천기공,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,292,특수 목적용 기계 제조업,428809811685.0,91541077262.0,337268734423.0,8654343281.0,-741138094.0,222200718833.0
000860,,강남제비스코,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,204,기타 화학제품 제조업,969739160656.0,264762207818.0,704976952838.0,18123152497.0,20529999372.0,643137092555.0
000880,,한화,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,204,기타 화학제품 제조업,252036985000000.0,212475211000000.0,39561774000000.0,1690434000000.0,2416109000000.0,55646829000000.0
000890,,보해양조,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,111,알코올 음료 제조업,138831713491.0,51788332179.0,87043381312.0,6685688838.0,2300656654.0,87624248943.0
000910,,유니온,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",305473764776.0,203861422466.0,101612342310.0,-68904028443.0,-11456625866.0,218159407914.0
000970,,한국주철관공업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,429705980847.0,73720798815.0,355985182032.0,14347893535.0,15445910306.0,419416899335.0
000990,,DB하이텍,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,261,반도체 제조업,2396851168578.0,396162364261.0,2000688804317.0,229385888355.0,,
001020,,페이퍼코리아,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,171,"펄프, 종이 및 판지 제조업",490046182315.0,206282900332.0,283763281983.0,-9682981858.0,2037606335.0,290184364896.0
001040,,CJ,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,47496993224000.0,29750607288000.0,17746385936000.0,151195776000.0,,
001060,,JW중외제약,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,604598517283.0,275111775158.0,329486742125.0,65040120873.0,82488136816.0,719375756340.0
001070,,대한방직,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,132,직물 직조 및 직물제품 제조업,185398515032.0,53060622616.0,132337892416.0,1115646565.0,2418669755.0,133909117274.0
001120,,LX인터내셔널,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,461,상품 중개업,8930865616216.0,5611254021107.0,3319611595109.0,269491720840.0,,
001130,,대한제분,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,105,낙농제품 및 식용 빙과류 제조업,1560462376675.0,523130128106.0,1037332248569.0,48829120223.0,72306706525.0,1374735359151.0
001140,,국보,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,493,도로 화물 운송업,75396030106.0,65584592018.0,9811438088.0,-27194991844.0,-7753996792.0,40641437841.0
001210,,금호전기,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,284,전구 및 조명장치 제조업,33341564828.0,24425699025.0,8915865803.0,-13843864042.0,-4957267533.0,53171559352.0
001230,,동국홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,2509278276042.0,729676090365.0,1779602185677.0,19652546713.0,,
001250,,GS글로벌,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,468,상품 종합 도매업,1439641460000.0,872554135000.0,567087325000.0,56067654000.0,77879797000.0,4066493928000.0
001260,,남광토건,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,412,토목 건설업,417033569966.0,297349706762.0,119683863204.0,6198754619.0,7304140896.0,504249000325.0
001340,,백광산업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,464295668847.0,250865510826.0,213430158021.0,3600645965.0,9748351104.0,245228124294.0
001380,,SG글로벌,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,199881677024.0,50176243098.0,149705433926.0,6316098065.0,6154463640.0,99434870010.0
001390,,KG케미칼,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,8160948249649.0,4386466503710.0,3774481745939.0,228495720589.0,318801578803.0,8863142439982.0
001430,,세아베스틸지주,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,3826646864046.0,1795239994311.0,2031406869735.0,20273054942.0,52332166350.0,3636063257694.0
001440,,대한전선,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,283,절연선 및 케이블 제조업,2642726208000.0,1146613736000.0,1496112472000.0,74190402000.0,115169757000.0,3291299375000.0
001460,,BYC,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,141,봉제의복 제조업,696400955313.0,146993205799.0,549407749514.0,18404839494.0,23832906913.0,165207568941.0
001470,,삼부토건,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,412,토목 건설업,300331502195.0,292664231363.0,7667270832.0,-127766951618.0,-112577744269.0,462425746422.0
001520,,동양,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",1316088357178.0,610910330680.0,705178026498.0,-74230237505.0,,
001530,,디아이동일,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,461,상품 중개업,1013743449745.0,449411248598.0,564332201147.0,2502884010.0,,
001540,,안국약품,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,212,의약품 제조업,302535318896.0,137791875333.0,164743443563.0,16343180693.0,6701374793.0,271115916678.0
001560,,제일연마,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,239,기타 비금속 광물제품 제조업,116092096071.0,16856515562.0,99235580509.0,6006943143.0,5753862882.0,81974461738.0
001570,,금양,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,1256933888453.0,762397544483.0,494536343970.0,-186089905780.0,-56002221720.0,153730068660.0
001620,,케이비아이동국실업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,764811017139.0,538883051385.0,225927965754.0,25660357954.0,-6326628228.0,668399686056.0
001630,,종근당홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,1495801604857.0,646028179296.0,849773425561.0,40294018711.0,,
001680,,대상,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,108,동물용 사료 및 조제식품 제조업,3509835110048.0,2062236472429.0,1447598637619.0,96688841815.0,176941145485.0,4255134757567.0
001740,,SK네트웍스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,467,기타 전문 도매업,5157129000000.0,3103820000000.0,2053309000000.0,46292000000.0,113915000000.0,7657281000000.0
001780,,알루코,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,242,1차 비철금속 제조업,954000570292.0,562283552384.0,391717017908.0,17665025864.0,38053108468.0,622944292918.0
001790,,대한제당,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,105,낙농제품 및 식용 빙과류 제조업,1233543025000.0,674391517000.0,559151508000.0,20522372000.0,36996731000.0,1373829105000.0
001800,,오리온홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,5933196336149.0,1054452244274.0,4878744091875.0,479528618409.0,506240029274.0,3195245858433.0
001810,,무림SP,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,171,"펄프, 종이 및 판지 제조업",324630775655.0,122023219587.0,202607556068.0,3335996914.0,658491068.0,176865812368.0
001820,,삼화콘덴서공업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,262,전자 부품 제조업,328114248167.0,60837129024.0,267277119143.0,22039010684.0,17842307493.0,295412198601.0
001880,,디엘건설,2024,2024-12-31,KRW,general,일반,기타법인,411,건물 건설업,2146189342383.0,1125446370656.0,1020742971727.0,475735645.0,,
001890,,에이치디씨영창,2024,2024-12-31,KRW,general,일반,기타법인,332,악기 제조업,19238795440.0,40594195894.0,-21355400454.0,-8671344184.0,-4659554990.0,41106145216.0
001940,,KISCO홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,1710295193370.0,149540197852.0,1560754995518.0,45314096345.0,-3627526849.0,1013177626169.0
001970,,에스지신성건설,2024,2024-12-31,KRW,general,일반,기타법인,412,토목 건설업,111416450933.0,107153438014.0,4263012919.0,-22313175546.0,-16115689632.0,139482482452.0
002020,,코오롱,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,7040484502325.0,4692640232438.0,2347844269887.0,157626660908.0,-89552863444.0,6028363775125.0
002030,,아세아,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,3334279155000.0,1304355185000.0,2029923970000.0,108442511000.0,172421989000.0,2007423276000.0
002070,,비비안,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,141,봉제의복 제조업,257400328225.0,137091719096.0,120308609129.0,-3809121502.0,1680517987.0,235220902183.0
002100,,경농,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,203,"비료, 농약 및 살균ㆍ살충제 제조업",489019203715.0,210427634017.0,278591569698.0,17736543706.0,26720336645.0,325185752782.0
002140,,고려산업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,105,낙농제품 및 식용 빙과류 제조업,287854045821.0,179413304608.0,108440741213.0,3893036607.0,14269657884.0,307656378676.0
002150,,도화엔지니어링,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",605181373534.0,348775867462.0,256405506072.0,-6348231037.0,-13386874639.0,582786671724.0
002170,,삼양통상,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,151,"가죽, 가방 및 유사 제품 제조업",454131400837.0,19985723720.0,434145677117.0,11008468580.0,,
002200,,한국수출포장공업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",351203466132.0,58039993133.0,293163472999.0,3395100263.0,-585859876.0,301761200613.0
002220,,한일철강,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,340452046261.0,172002310190.0,168449736071.0,-4610118113.0,666960944.0,205842246124.0
002230,,피에스텍,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",171501735008.0,42959807699.0,128541927309.0,5635717619.0,3429511805.0,80585330844.0
002240,,고려제강,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,2608977847007.0,681869875402.0,1927107971605.0,32914628918.0,26107109844.0,1739609163820.0
002310,,아세아제지,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",1026484518181.0,190547901751.0,835936616430.0,23941616018.0,26566121417.0,891065284091.0
002320,,한진,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,493,도로 화물 운송업,4189506445715.0,2665596451720.0,1523909993995.0,-365000885.0,100088306580.0,3015479161930.0
002350,,넥센타이어,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,221,고무제품 제조업,4574474470953.0,2702865100532.0,1871609370421.0,126718873995.0,172136969776.0,2847925036412.0
002360,,SH에너지화학,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,201,기초 화학물질 제조업,110375913378.0,30420665142.0,79955248236.0,-10416230655.0,-9694396156.0,126047268210.0
002380,,케이씨씨,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,204,기타 화학제품 제조업,13108550142754.0,8069234736205.0,5039315406549.0,293294512467.0,471118235184.0,6658762417820.0
002390,,한독,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,212,의약품 제조업,788555006781.0,499494735812.0,289060270969.0,-52665955894.0,,
002410,,범양건영,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,411,건물 건설업,187184486500.0,168333689461.0,18850797039.0,-46345997273.0,-38232332659.0,101357084787.0
002450,,삼익악기,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,332,악기 제조업,524982806967.0,252829655722.0,272153151245.0,3121071310.0,5934200402.0,230380204827.0
002460,,HS화성,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,411,건물 건설업,833478390833.0,450537649623.0,382940741210.0,13467749775.0,23733768464.0,612780034467.0
002600,,조흥,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,108,동물용 사료 및 조제식품 제조업,399122282497.0,251571451127.0,147550831370.0,2514305703.0,20834881066.0,428162970536.0
002620,,제일파마홀딩스,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,890432937697.0,453036058158.0,437396879539.0,-66390902625.0,-11558923268.0,779822241410.0
002680,,한탑,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,105,낙농제품 및 식용 빙과류 제조업,138897931901.0,93058308016.0,45839623885.0,-5360063730.0,3748270730.0,84890417598.0
002710,,TCC스틸,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,573950624572.0,314934973362.0,259015651210.0,20222969062.0,12272472364.0,582074815373.0
002790,,아모레퍼시픽그룹,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,204,기타 화학제품 제조업,8540521424208.0,1548821316419.0,6991700107789.0,652873028811.0,249277525878.0,4259886701995.0
002800,,신신제약,2024,2024-12-31,KRW,general,일반,코스닥시장상장법인,212,의약품 제조업,129484086140.0,63915345101.0,65568741039.0,4811443128.0,6890119518.0,106387869012.0
002810,,삼영무역,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,467,기타 전문 도매업,728709407076.0,112276372181.0,616433034895.0,62583990331.0,18360036943.0,480191108812.0
002820,,SUN&L,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,162,나무제품 제조업,502781287038.0,277690611795.0,225090675243.0,-10573710008.0,-5864106894.0,339342203215.0
002840,,미원상사,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,204,기타 화학제품 제조업,478696089051.0,78232426252.0,400463662799.0,50549440013.0,59945950557.0,435797799410.0
002870,,신풍,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,467,기타 전문 도매업,75317579119.0,3600933052.0,71716646067.0,308958199.0,-4365691306.0,22778451624.0
002880,,대유에이텍,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,334711356299.0,290605495297.0,44105861002.0,4844819495.0,37469149998.0,564915822828.0
002900,,TYM,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,292,특수 목적용 기계 제조업,836567835684.0,429733832221.0,406834003463.0,18209004495.0,16080371733.0,788790147164.0
002920,,유성기업,2024,2024-12-31,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,437508359877.0,109496384588.0,328011975289.0,-6807745273.0,-473712416.0,324603324420.0
