symbol,corpCode,name,year,fiscal_date,price_date,price,market_cap,currency,sector_group,sector_name,market_type,industry_code,industry_name,valuation_model_type,valuation_model_name,peer_group_name,peer_group_level,peer_group_size,total_assets,total_liabilities,total_equity,net_income,operating_income,revenue,per,pbr,roe,debt_ratio,operating_margin,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_debt_ratio_avg,peer_operating_margin_avg,per_vs_peer_pct,pbr_vs_peer_pct,roe_vs_peer_pctp,debt_ratio_vs_peer_pct,operating_margin_vs_peer_pctp,weight_per,weight_pbr,weight_roe,weight_debt,weight_op_margin,per_score,pbr_score,roe_score,debt_score,operating_margin_score,absolute_score,weighted_absolute_score,per_peer_score,pbr_peer_score,roe_peer_score,debt_peer_score,op_margin_peer_score,risk_penalty,industry_adjusted_score,valuation_score
079960,,동양이엔피,2024,2024-12-31,2026-06-19,20250.0,159200000000.0,KRW,general,일반,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",manufacturing,제조업형,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",industry,29,488522792219.0,87430142158.0,401092650061.0,69500629427.0,51618125791.0,548392783461.0,2.29,0.4,17.33,21.8,9.41,59.75,4.83,1.34,106.75,-1.07,96.17,91.79,15.99,79.58,10.48,25,20,20,15,20,25,25,25,25,19.41,100,95.53,100,92.86,85.71,92.86,85.19,0,92,100
126880,,제이엔케이글로벌,2024,2024-12-31,2026-06-19,3030.0,70300000000.0,KRW,general,일반,코스닥시장상장법인,291,일반 목적용 기계 제조업,manufacturing,제조업형,일반 목적용 기계 제조업,industry,33,376558434707.0,162869719117.0,213688715590.0,91485896501.0,3642140063.0,138638063472.0,0.77,0.33,42.81,76.22,2.63,46.9,3.08,-32.57,153.58,-0.16,98.36,89.33,75.39,50.37,2.79,25,20,20,15,20,25,25,25,25,7.89,100,86.31,100,96.88,100,59.38,48.28,0,83,100
128540,,에코캡,2024,2024-12-31,2026-06-19,1441.0,38500000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,84,191155913448.0,82308062830.0,108847850618.0,20304775566.0,19597268599.0,138529396394.0,1.9,0.35,18.65,75.62,14.15,15.27,0.88,8.65,193.97,3.29,87.58,59.86,10.0,61.02,10.86,25,20,20,15,20,25,25,25,25,22.08,100,97.66,97.06,68.07,95.18,68.67,97.22,0,87,100
198080,,엔피디,2024,2024-12-31,2026-06-19,2565.0,55200000000.0,KRW,general,일반,코스닥시장상장법인,262,전자 부품 제조업,manufacturing,제조업형,전자 부품 제조업,industry,110,222069530944.0,106163651756.0,115905879188.0,19077047786.0,19953699021.0,314860003676.0,2.89,0.48,16.46,91.59,6.34,59.64,2.56,-4.22,94.04,-1.07,95.15,81.4,20.68,2.6,7.41,25,20,20,15,20,25,25,25,25,16.34,100,93.07,98.48,83.94,94.5,35.78,76.92,0,81,100
224110,,에이텍모빌리티,2024,2024-12-31,2026-06-19,7740.0,39300000000.0,KRW,general,일반,코스닥시장상장법인,264,통신 및 방송장비 제조업,manufacturing,제조업형,통신 및 방송장비 제조업,industry,49,147689380996.0,49095762834.0,98593618162.0,19676978755.0,7869909361.0,104182493058.0,2.0,0.4,19.96,49.8,7.55,17.49,1.63,0.45,82.18,-13.63,88.58,75.54,19.51,39.4,21.18,25,20,20,15,20,25,25,25,25,17.55,100,94.04,88.46,81.25,93.75,50,86.96,0,82,100
122450,,KX,2024,2024-12-31,2026-06-19,2795.0,125300000000.0,KRW,general,일반,코스닥시장상장법인,602,텔레비전 방송업,general,일반형,텔레비전 방송업,industry,9,886845254212.0,443828770310.0,443016483902.0,97517115674.0,59706015673.0,403781469771.0,1.28,0.28,22.01,100.18,14.79,8.05,0.62,-3.55,68.64,3.13,84.04,54.64,25.56,-45.96,11.66,25,25,25,25,0,25,25,25,24.96,22.4,99.96,99.96,100,75,100,25,100,0,75,99.96
035890,,서희건설,2024,2024-12-31,2026-06-19,2150.0,494100000000.0,KRW,general,일반,코스닥시장상장법인,411,건물 건설업,general,일반형,건물 건설업,industry,19,1540590467352.0,566802380650.0,973788086702.0,159284478910.0,235743001764.0,1473606222319.0,3.1,0.51,16.36,58.21,16.0,16.66,0.97,-18.56,243.13,-7.17,81.38,47.61,34.92,76.06,23.17,25,25,25,25,0,25,24.9,25,25,23,99.9,99.9,91.67,38.89,100,88.89,100,0,80,99.9
024800,,유성티엔에스,2024,2024-12-31,2026-06-19,4370.0,161900000000.0,KRW,general,일반,코스닥시장상장법인,492,육상 여객 운송업,general,일반형,일반형,model,573,613070349614.0,117494348649.0,495576000965.0,70861960767.0,4925695156.0,152855246796.0,2.28,0.33,14.3,23.71,3.22,1245.93,17.39,-10.92,157.2,0.09,99.82,98.12,25.22,84.92,3.13,25,25,25,25,0,25,25,24.3,25,9.66,99.3,99.3,96.92,80.11,94.62,89.25,50.62,0,90,99.3
049520,,유아이엘,2024,2024-12-31,2026-06-19,3700.0,114100000000.0,KRW,general,일반,코스닥시장상장법인,262,전자 부품 제조업,manufacturing,제조업형,전자 부품 제조업,industry,110,280836275563.0,82379523834.0,198456751729.0,29799362262.0,21064136354.0,424657577159.0,3.83,0.57,15.02,41.51,4.96,59.64,2.56,-4.22,94.04,-1.07,93.58,77.54,19.24,55.86,6.03,25,20,20,15,20,25,24.3,25,25,14.88,99.3,91.34,93.94,76.15,89.91,68.81,67.79,0,81,99.3
356890,,싸이버원,2024,2024-12-31,2026-06-19,2345.0,28000000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,139,56330195131.0,7266135719.0,49064059412.0,12459821420.0,11331960375.0,47855112752.0,2.25,0.57,25.4,14.81,23.68,313.5,10.2,-17.55,81.55,-111.68,99.28,94.4,42.94,81.84,135.36,10,10,25,15,40,25,24.3,25,25,25,99.3,99.72,100,77.9,99.27,88.41,95.49,0,94,99.3
005710,,대원산업,2024,2024-12-31,2026-06-19,10330.0,207000000000.0,KRW,general,일반,코스닥시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,84,711726503694.0,199331916325.0,512394587369.0,72618867841.0,,,2.85,0.4,14.17,38.9,,15.27,0.88,8.65,193.97,3.29,81.33,54.15,5.52,79.94,,25,20,20,15,20,25,25,24.17,25,0,99.17,79.34,82.35,59.04,84.34,80.72,0,0,61,99.17
009900,,명신산업,2024,2024-12-31,2026-06-19,7980.0,418700000000.0,KRW,general,일반,유가증권시장상장법인,303,자동차 신품 부품 제조업,manufacturing,제조업형,자동차 신품 부품 제조업,industry,84,1210314499204.0,512838006337.0,697476492867.0,129093643417.0,148119754582.0,1573818204184.0,3.24,0.6,18.51,73.53,9.41,15.27,0.88,8.65,193.97,3.29,78.76,31.87,9.86,62.09,6.12,25,20,20,15,20,25,24,25,25,19.41,99,94.73,77.94,32.53,93.98,69.88,94.44,0,74,99
227840,,현대코퍼레이션홀딩스,2024,2024-12-31,2026-06-19,11470.0,104400000000.0,KRW,general,일반,유가증권시장상장법인,463,음ㆍ식료품 및 담배 도매업,general,일반형,음ㆍ식료품 및 담배 도매업,industry,10,376109428033.0,71673492888.0,304435935145.0,42303205820.0,,,2.47,0.34,13.9,23.54,,60.15,0.99,-14.27,126.84,-2.56,95.9,65.44,28.16,81.44,,25,25,25,25,0,25,25,23.9,25,0,98.9,98.9,100,100,100,88.89,0,0,97,98.9
069510,,에스텍,2024,2024-12-31,2026-06-19,11700.0,127600000000.0,KRW,general,일반,코스닥시장상장법인,265,영상 및 음향 기기 제조업,manufacturing,제조업형,영상 및 음향 기기 제조업,industry,15,387961636909.0,184452276635.0,203509360274.0,46266954141.0,,,2.76,0.63,22.73,90.64,,1491.26,70.1,-11.43,118.27,-7.01,99.82,99.11,34.16,23.36,,25,20,20,15,20,25,23.7,25,25,0,98.7,78.96,100,64.29,92.86,50,0,0,64,98.7
066620,,국보디자인,2024,2024-12-31,2026-06-19,23200.0,174000000000.0,KRW,general,일반,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,general,일반형,일반형,model,573,427011513582.0,147198541758.0,279812971824.0,40722225473.0,41699899386.0,421641298281.0,4.27,0.62,14.55,52.61,9.89,1245.93,17.39,-10.92,157.2,0.09,99.66,96.42,25.47,66.54,9.8,25,25,25,25,0,25,23.8,24.55,25,19.89,98.35,98.35,81.54,46.77,95.7,64.52,82.72,0,72,98.35
041190,,우리기술투자,2024,2024-12-31,2026-06-19,5280.0,443500000000.0,KRW,finance,금융기타,코스닥시장상장법인,649,기타 금융업,finance,금융기타형,기타 금융업,industry,90,803794115678.0,137589761898.0,666204353780.0,147737745200.0,,192251177787.0,3.0,0.67,22.18,20.65,,450.5,7.2,5.81,186.47,5.75,99.33,90.75,16.37,88.92,,15,35,35,15,0,25,23.3,25,25,0,98.3,97.62,87.18,37.08,98.86,80.9,0,0,73,98.3
045660,,에이텍,2024,2024-12-31,2026-06-19,8190.0,67600000000.0,KRW,general,일반,코스닥시장상장법인,263,컴퓨터 및 주변 장치 제조업,manufacturing,제조업형,컴퓨터 및 주변 장치 제조업,industry,8,163064041455.0,63521532625.0,99542508830.0,15539121912.0,1462480218.0,46230948674.0,4.35,0.68,15.61,63.81,3.16,12.25,0.69,1.41,34.85,1.27,64.48,1.6,14.2,-83.09,1.9,25,20,20,15,20,25,23.2,25,25,9.48,98.2,86.14,100,42.86,85.71,28.57,42.86,0,64,98.2
480370,,씨케이솔루션,2024,2024-12-31,2026-06-19,1550.0,50300000000.0,KRW,general,일반,유가증권시장상장법인,721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",general,일반형,"건축 기술, 엔지니어링 및 관련 기술 서비스업",industry,14,188423078176.0,97291883827.0,91131194349.0,19812545616.0,16524305283.0,295772527163.0,2.54,0.55,21.74,106.76,5.59,22.73,2.9,1.38,113.33,-3.32,88.83,80.96,20.37,5.8,8.91,25,25,25,25,0,25,24.5,25,23.65,15.59,98.15,98.15,90,84.62,92.31,53.85,45.45,0,80,98.15
102260,,동성케미컬,2024,2024-12-31,2026-06-19,3675.0,186200000000.0,KRW,general,일반,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,general,일반형,회사 본부 및 경영 컨설팅 서비스업,industry,11,1072894256482.0,476110338367.0,596783918115.0,77980785833.0,91029915815.0,1066318113144.0,2.39,0.31,13.07,79.78,8.54,6.16,0.38,3.89,114.3,5.24,61.22,18.37,9.17,30.2,3.29,25,25,25,25,0,25,25,23.07,25,18.54,98.07,98.07,83.33,45,90,60,70,0,70,98.07
126700,,하이비젼시스템,2024,2024-12-31,2026-06-19,11400.0,170300000000.0,KRW,general,일반,코스닥시장상장법인,273,사진장비 및 광학 기기 제조업,manufacturing,제조업형,사진장비 및 광학 기기 제조업,industry,10,365741057390.0,76051099044.0,289689958346.0,40421626041.0,30986738252.0,312011802751.0,4.21,0.59,13.95,26.25,9.93,14.07,2.82,-18.02,168.48,-31.01,70.06,79.13,31.97,84.42,40.94,25,20,20,15,20,25,24.1,23.95,25,19.93,98.05,94.38,75,66.67,87.5,77.78,88.89,0,79,98.05
284740,,쿠쿠홈시스,2024,2024-12-31,2026-06-19,21700.0,486900000000.0,KRW,general,일반,유가증권시장상장법인,762,개인 및 가정용품 임대업,general,일반형,일반형,model,573,1381577133923.0,334896272718.0,1046680861205.0,136132676403.0,164815752780.0,1057208774499.0,3.58,0.47,13.01,32.0,15.59,1245.93,17.39,-10.92,157.2,0.09,99.71,97.32,23.92,79.65,15.5,25,25,25,25,0,25,25,23.01,25,22.8,98.01,98.01,86.15,60.22,92.47,81.72,95.06,0,80,98.01
051160,,지어소프트,2024,2024-12-31,2026-06-19,6830.0,105700000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,139,304782159674.0,88110185244.0,216671974430.0,27973589335.0,29092526456.0,547175186226.0,3.78,0.49,12.91,40.67,5.32,313.5,10.2,-17.55,81.55,-111.68,98.79,95.22,30.46,50.14,117.0,10,10,25,15,40,25,25,22.91,25,15.32,97.91,82.42,94.67,84.42,91.97,54.35,65.41,0,75,97.91
067280,,멀티캠퍼스,2024,2024-12-31,2026-06-19,24000.0,142200000000.0,KRW,general,일반,코스닥시장상장법인,856,기타 교육기관,general,일반형,일반형,model,573,320717498956.0,99690002918.0,221027496038.0,31513316891.0,,,4.51,0.64,14.26,45.1,,1245.93,17.39,-10.92,157.2,0.09,99.64,96.3,25.17,71.31,,25,25,25,25,0,25,23.6,24.26,25,0,97.86,97.86,80,44.62,93.55,70.97,0,0,72,97.86
051370,,인터플렉스,2024,2024-12-31,2026-06-19,8740.0,203900000000.0,KRW,general,일반,코스닥시장상장법인,262,전자 부품 제조업,manufacturing,제조업형,전자 부품 제조업,industry,110,364851451998.0,83072705978.0,281778746020.0,55126796494.0,34370988669.0,497466413203.0,3.7,0.72,19.56,29.48,6.91,59.64,2.56,-4.22,94.04,-1.07,93.8,71.73,23.79,68.65,7.98,25,20,20,15,20,25,22.8,25,25,16.91,97.8,91.77,95.45,65.6,98.17,77.06,78.85,0,84,97.8
014440,,영보화학,2024,2024-12-31,2026-06-19,4475.0,89500000000.0,KRW,general,일반,유가증권시장상장법인,222,플라스틱 제품 제조업,manufacturing,제조업형,플라스틱 제품 제조업,industry,37,202580696056.0,19723072777.0,182857623279.0,22553727481.0,19402482507.0,117566592036.0,3.97,0.49,12.33,10.79,16.5,11.68,0.79,-1.17,79.02,2.43,66.04,37.7,13.51,86.35,14.07,25,20,20,15,20,25,25,22.33,25,23.25,97.33,96.46,80,63.89,88.89,94.44,97.06,0,84,97.33
306200,,세아제강,2024,2024-12-31,2026-06-19,133400.0,378400000000.0,KRW,general,일반,유가증권시장상장법인,241,1차 철강 제조업,manufacturing,제조업형,1차 철강 제조업,industry,40,1823848054024.0,711291494979.0,1112556559045.0,137062259161.0,202908673849.0,1809432963576.0,2.76,0.34,12.32,63.93,11.21,35.65,0.62,-4.17,104.44,1.11,92.26,44.78,16.49,38.79,10.11,25,20,20,15,20,25,25,22.32,25,20.61,97.32,94.34,100,64.1,100,61.54,91.89,0,85,97.32
035150,,백산,2024,2024-12-31,2026-06-19,10050.0,201300000000.0,KRW,general,일반,유가증권시장상장법인,222,플라스틱 제품 제조업,manufacturing,제조업형,플라스틱 제품 제조업,industry,37,457884953600.0,207518597628.0,250366355972.0,59877386780.0,76531450918.0,496957597172.0,3.36,0.8,23.92,82.89,15.4,11.68,0.79,-1.17,79.02,2.43,71.23,-2.35,25.09,-4.89,12.97,25,20,20,15,20,25,22,25,25,22.7,97,95.76,92,33.33,100,38.89,91.18,0,74,97
011200,,HMM,2024,2024-12-31,2026-06-19,19530.0,18421400000000.0,KRW,general,일반,유가증권시장상장법인,501,해상 운송업,general,일반형,해상 운송업,industry,6,33848562000000.0,5993018000000.0,27855544000000.0,3782129000000.0,3512847000000.0,11700224000000.0,4.87,0.66,13.58,21.51,30.02,5.61,0.64,14.55,127.8,17.14,13.18,-3.59,-0.97,83.17,12.88,25,25,25,25,0,25,23.4,23.58,25,25,96.98,96.98,40,20,60,100,100,0,55,96.98
204020,,그리티,2024,2024-12-31,2026-06-19,1883.0,36600000000.0,KRW,general,일반,코스닥시장상장법인,141,봉제의복 제조업,manufacturing,제조업형,봉제의복 제조업,industry,26,102868220061.0,21676334394.0,81191885667.0,9689498818.0,12310141430.0,194740127235.0,3.78,0.45,11.93,26.7,6.32,30.46,0.6,3.05,90.78,3.7,87.6,24.54,8.89,70.59,2.62,25,20,20,15,20,25,25,21.93,25,16.32,96.93,90.6,88.24,48,92,92,78.26,0,80,96.93
337930,,브랜드엑스코퍼레이션,2024,2024-12-31,2026-06-19,3155.0,93600000000.0,KRW,general,일반,코스닥시장상장법인,639,기타 정보 서비스업,general,일반형,기타 정보 서비스업,industry,15,172659615299.0,58195229340.0,114464385959.0,20928643611.0,24899176900.0,271593945688.0,4.47,0.82,18.28,50.84,9.17,35.87,1.85,2.21,89.21,4.76,87.53,55.83,16.08,43.01,4.41,25,25,25,25,0,25,21.8,25,25,19.17,96.8,96.8,100,57.14,92.86,50,64.29,0,75,96.8
009780,,엠에스씨,2024,2024-12-31,2026-06-19,6000.0,105600000000.0,KRW,general,일반,코스닥시장상장법인,108,동물용 사료 및 조제식품 제조업,manufacturing,제조업형,동물용 사료 및 조제식품 제조업,industry,29,259494039611.0,89919374737.0,169574664874.0,21763730360.0,27518337355.0,189756857111.0,4.85,0.62,12.83,53.03,14.5,13.34,0.91,3.48,94.48,-0.18,63.63,31.28,9.36,43.88,14.68,25,20,20,15,20,25,23.8,22.83,25,22.25,96.63,95.1,91.3,30.36,85.71,64.29,92.31,0,74,96.63
372170,,윤성에프앤씨,2024,2024-12-31,2026-06-19,20700.0,165200000000.0,KRW,general,일반,코스닥시장상장법인,292,특수 목적용 기계 제조업,manufacturing,제조업형,특수 목적용 기계 제조업,industry,142,300875268992.0,103620830989.0,197254438003.0,37093652993.0,31914052767.0,271333263956.0,4.45,0.84,18.8,52.53,11.76,224.25,13.77,-4.55,92.16,-8.11,98.01,93.92,23.36,43.0,19.87,25,20,20,15,20,25,21.6,25,25,20.88,96.6,93.98,92.68,63.31,93.12,49.64,84.06,0,79,96.6
036530,,SNT홀딩스,2024,2024-12-31,2026-06-19,48950.0,798100000000.0,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,general,일반형,기타 금융업,industry,90,2832564017795.0,699374498185.0,2133189519610.0,246510750990.0,231159021166.0,1820513622453.0,3.24,0.37,11.56,32.79,12.7,450.5,7.2,5.81,186.47,5.75,99.28,94.8,5.75,82.42,6.95,25,25,25,25,0,25,25,21.56,25,21.35,96.56,96.56,85.9,58.43,87.5,66.29,76.47,0,75,96.56
091340,,S&K폴리텍,2024,2024-12-31,2026-06-19,2310.0,27000000000.0,KRW,general,일반,코스닥시장상장법인,262,전자 부품 제조업,manufacturing,제조업형,전자 부품 제조업,industry,110,268425265765.0,134959870900.0,133465394865.0,15721438581.0,15224073120.0,330069974679.0,1.72,0.2,11.78,101.12,4.61,59.64,2.56,-4.22,94.04,-1.07,97.12,92.1,16.0,-7.53,5.68,25,20,20,15,20,25,25,21.78,24.78,13.83,96.56,88.36,100,100,85.32,33.94,64.42,0,80,96.56
376290,,씨유테크,2024,2024-12-31,2026-06-19,2235.0,39500000000.0,KRW,general,일반,코스닥시장상장법인,262,전자 부품 제조업,manufacturing,제조업형,전자 부품 제조업,industry,110,140401611312.0,22957679007.0,117443932305.0,13568095066.0,11493672748.0,284171371287.0,2.91,0.34,11.55,19.55,4.04,59.64,2.56,-4.22,94.04,-1.07,95.12,86.86,15.77,79.21,5.12,25,20,20,15,20,25,25,21.55,25,12.12,96.55,86.94,96.97,92.66,84.4,88.07,58.65,0,85,96.55
018310,,삼목에스폼,2024,2024-12-31,2026-06-19,14360.0,211100000000.0,KRW,general,일반,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",manufacturing,제조업형,"구조용 금속제품, 탱크 및 증기발생기 제조업",industry,15,781273653039.0,136598800876.0,644674852163.0,73400633756.0,75317069744.0,401900935563.0,2.88,0.33,11.39,21.19,18.74,16.39,0.88,3.49,101.31,5.47,82.46,62.91,7.89,79.09,13.27,25,20,20,15,20,25,25,21.39,25,24.37,96.39,96.61,80,85.71,85.71,100,100,0,89,96.39
111380,,동인기연,2024,2024-12-31,2026-06-19,12180.0,74600000000.0,KRW,general,일반,유가증권시장상장법인,151,"가죽, 가방 및 유사 제품 제조업",manufacturing,제조업형,제조업형,model,1097,292407975377.0,143110185044.0,149297790333.0,16978674472.0,21119302102.0,226691392865.0,4.39,0.5,11.37,95.86,9.32,64.22,1.7,-3.34,120.16,1.44,93.16,70.54,14.71,20.23,7.88,25,20,20,15,20,25,25,21.37,25,19.32,96.37,92.55,93.55,42.86,87.76,48.98,81.4,0,73,96.37
005440,,현대지에프홀딩스,2024,2024-12-31,2026-06-19,13310.0,2075100000000.0,KRW,general,일반,유가증권시장상장법인,649,기타 금융업,general,일반형,기타 금융업,industry,90,10084911844000.0,3092722881000.0,6992188963000.0,791959780000.0,198099994000.0,7409277127000.0,2.62,0.3,11.33,44.23,2.67,450.5,7.2,5.81,186.47,5.75,99.42,95.88,5.52,76.28,-3.08,25,25,25,25,0,25,25,21.33,25,8.01,96.33,96.33,92.31,72.47,85.23,60.67,23.53,0,78,96.33
058630,,엠게임,2024,2024-12-31,2026-06-19,4070.0,78200000000.0,KRW,general,일반,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,it_software,IT/소프트웨어형,소프트웨어 개발 및 공급업,industry,139,148894184748.0,24624223713.0,124269961035.0,15659142806.0,12838678865.0,83424998963.0,4.99,0.63,12.6,19.82,15.39,313.5,10.2,-17.55,81.55,-111.68,98.41,93.83,30.15,75.7,127.07,10,10,25,15,40,25,23.7,22.6,25,22.7,96.3,93.4,90.67,72.46,91.24,76.81,87.97,0,86,96.3
025540,,한국단자공업,2024,2024-12-31,2026-06-19,72500.0,733300000000.0,KRW,general,일반,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",manufacturing,제조업형,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",industry,29,1564250855000.0,488008902000.0,1076241953000.0,142523446000.0,171313335000.0,1509791409000.0,5.15,0.68,13.24,45.34,11.35,59.75,4.83,1.34,106.75,-1.07,91.39,85.91,11.91,57.52,12.42,25,20,20,15,20,24.85,23.2,23.24,25,20.68,96.29,93.55,88.24,64.29,82.14,75,88.89,0,80,96.29
